區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
太保市,45,2,29,11,12,-4,41,58,56,7,45,34
朴子市,23,20,12,-3,-17,14,-27,-25,-14,4,-17,-13
布袋鎮,1,-21,-26,-9,-20,-15,5,0,-20,-23,-21,-11
大林鎮,29,-1,-19,8,-14,18,-26,-6,-17,2,6,2
民雄鄉,20,21,31,-10,21,12,31,-34,-23,23,1,1
溪口鄉,-19,-5,-17,3,-6,-4,-4,-1,-5,-5,3,-3
新港鄉,-20,0,16,-3,-35,-8,-35,-52,-47,-13,-6,-51
六腳鄉,-30,-22,-53,-29,-9,14,0,-18,-35,7,-29,-3
東石鄉,-29,-6,-33,-17,3,-8,17,4,-24,-20,-6,-5
義竹鄉,-19,-17,-2,-16,-16,-11,-18,-19,-22,9,-4,-1
鹿草鄉,-6,-16,-17,-23,-9,-3,2,5,-11,2,-6,-9
水上鄉,-23,20,-76,-14,27,-28,-11,11,-35,-4,34,22
中埔鄉,-30,-5,-51,-21,-19,-45,-37,55,-29,-16,2,-47
竹崎鄉,25,-17,-44,-18,-32,10,0,10,-6,-6,-18,-26
梅山鄉,-11,-15,-18,-21,-20,-10,-10,-29,-7,-10,-18,-22
番路鄉,2,-7,-3,-1,6,-1,5,-6,-3,-23,-7,1
大埔鄉,-6,-10,-8,-10,7,-8,0,2,1,-6,-5,-9
阿里山鄉,-2,0,-9,-12,-4,7,-7,-4,5,4,2,8
總計,-50,-79,-288,-185,-125,-70,-74,-49,-236,-68,-44,-132
