區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
太保市,1,45,-16,17,44,13,22,2,26,36,4,23
朴子市,-4,-16,44,10,-9,-21,-2,0,-38,-4,-12,17
布袋鎮,-10,-37,-25,-13,-15,2,-33,-15,-33,2,2,-29
大林鎮,-25,11,14,-1,-17,0,-36,-5,-20,-6,11,-22
民雄鄉,18,10,7,-1,-27,21,18,24,34,33,-19,-19
溪口鄉,12,14,-28,-9,-11,0,-21,-5,-14,-19,-11,-6
新港鄉,-6,-8,-3,49,-12,-3,-30,-8,-16,-17,-7,-15
六腳鄉,-10,-21,-8,-16,-3,4,-22,-16,-3,-13,19,-27
東石鄉,-28,-4,-39,-25,-7,-15,1,-30,-20,-4,-3,-5
義竹鄉,-31,2,-5,6,-23,-3,-11,-25,-18,-4,-10,-25
鹿草鄉,-3,-5,-13,-12,-9,13,1,-13,-12,2,2,4
水上鄉,1,18,-22,-13,-26,28,30,10,-8,14,4,-22
中埔鄉,-2,-35,17,-3,-32,23,-16,16,16,-9,-30,-34
竹崎鄉,-12,-18,-28,-29,-22,-14,-21,9,-20,-35,-6,-19
梅山鄉,-13,-6,-19,-5,-6,-13,10,-16,-31,-12,0,-16
番路鄉,-3,11,-15,-9,-11,-15,7,0,5,18,14,-3
大埔鄉,-3,1,-19,-1,9,-1,4,-2,-2,4,-8,-9
阿里山鄉,-1,0,-12,3,-1,9,0,2,0,5,-1,-7
總計,-119,-38,-170,-52,-178,28,-99,-72,-154,-9,-51,-214
