區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
桃園區,60,-221,-23,"-1,076",-203,330,574,508,546,560,700,"1,174"
中壢區,-383,-336,-488,-992,-181,159,341,258,225,331,675,"1,074"
平鎮區,-344,-114,-333,-431,-79,25,-1,41,5,152,126,183
八德區,-129,-48,-95,-427,2,55,1,21,72,122,210,283
楊梅區,90,43,-259,-349,-12,86,202,174,194,58,142,233
大溪區,-50,-94,-218,-176,-42,-35,-6,13,-47,20,95,52
蘆竹區,-149,-128,164,-288,-253,113,70,151,-60,133,304,382
大園區,-706,"-1,052","-3,186",-299,-116,-104,17,-24,-41,-65,-207,-469
龜山區,213,102,463,422,140,457,716,748,565,484,348,631
龍潭區,-81,-65,-38,-221,14,134,296,4,71,104,104,229
新屋區,3,13,46,-59,12,-5,47,53,35,28,5,72
觀音區,235,212,682,19,182,159,293,325,180,201,196,308
復興區,33,12,4,0,49,85,40,24,16,-8,35,77
總計,"-1,208","-1,676","-3,281","-3,877",-487,"1,459","2,590","2,296","1,761","2,120","2,733","4,229"
