區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
桃園區,561,908,"1,524",975,773,599,361,450,264,392,333,325
中壢區,519,825,"1,073",750,713,448,309,233,455,303,286,331
平鎮區,411,468,791,400,321,344,280,306,261,220,275,249
八德區,257,432,674,543,463,375,583,384,435,324,272,326
楊梅區,191,279,405,374,264,306,231,231,198,217,182,179
大溪區,94,115,253,187,124,106,32,98,77,75,56,6
蘆竹區,124,315,426,330,283,208,226,287,206,167,124,161
大園區,56,57,69,83,68,100,47,-22,40,62,3,99
龜山區,156,224,349,318,137,250,307,230,264,110,117,132
龍潭區,186,131,291,239,186,122,165,127,97,132,46,107
新屋區,21,21,110,31,42,68,-11,43,9,10,-7,45
觀音區,60,39,124,42,74,96,104,122,72,57,115,81
復興區,2,9,-19,-7,11,12,10,-56,0,-5,5,12
總計,"2,638","3,823","6,070","4,265","3,459","3,034","2,644","2,433","2,378","2,064","1,807","2,053"
