區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
桃園區,238,438,570,588,514,220,307,260,267,247,350,432
中壢區,482,458,515,479,659,685,583,704,797,427,417,489
平鎮區,106,174,193,172,139,79,42,-9,89,128,152,35
八德區,251,239,272,258,357,547,469,558,306,249,276,329
楊梅區,150,260,163,132,276,225,375,341,301,195,188,215
大溪區,38,-44,30,73,-8,73,15,-59,-46,17,5,6
蘆竹區,181,50,183,67,249,245,229,258,199,154,141,133
大園區,94,108,218,139,205,201,187,99,29,85,153,190
龜山區,369,233,374,253,271,390,339,455,499,252,243,251
龍潭區,139,43,104,63,113,201,90,22,67,58,132,119
新屋區,-15,23,13,-13,10,29,28,61,-4,16,42,16
觀音區,26,64,27,44,59,85,18,108,59,78,39,60
復興區,42,53,-15,5,20,23,36,20,42,21,31,32
總計,"2,101","2,099","2,647","2,260","2,864","3,003","2,718","2,818","2,605","1,927","2,169","2,307"
