區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
桃園區,323,373,488,540,-25,194,324,250,322,329,275,305
中壢區,423,193,441,285,170,321,389,320,276,346,284,120
平鎮區,17,129,109,130,176,16,75,39,-72,47,81,60
八德區,317,233,247,274,135,242,253,251,197,152,205,180
楊梅區,139,111,154,247,159,166,213,95,208,116,74,102
大溪區,40,44,-11,79,46,35,140,38,51,3,30,37
蘆竹區,49,-30,21,90,228,182,272,163,77,105,-67,-8
大園區,136,147,154,169,190,161,115,133,172,181,63,143
龜山區,155,77,24,106,106,230,230,120,199,97,53,123
龍潭區,108,0,36,46,-46,85,50,129,18,41,2,-5
新屋區,14,9,22,-14,-28,17,20,16,24,15,-2,-18
觀音區,87,-16,47,-54,48,65,44,31,12,9,47,103
復興區,24,22,22,-20,21,12,14,-5,13,-1,-4,21
總計,"1,832","1,292","1,754","1,878","1,180","1,726","2,139","1,580","1,497","1,440","1,041","1,163"
