區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
桃園區,86,305,301,137,-112,105,84,-117,-71,-58,-146,-123
中壢區,86,48,-97,-167,-165,-60,-143,12,-41,-203,-231,-149
平鎮區,19,-52,-130,-42,-82,16,-48,-170,-290,-199,-75,-75
八德區,28,-64,-54,-36,-12,27,2,3,78,20,-181,-25
楊梅區,141,109,217,27,8,138,85,78,24,80,63,52
大溪區,-54,7,-70,-140,-82,-7,-54,-51,-94,-61,-76,-131
蘆竹區,-89,-136,-108,-68,-101,-94,-17,24,-248,-76,-163,-170
大園區,-31,-9,-39,3,-81,-87,-115,-177,-399,-329,-202,-523
龜山區,45,138,263,164,90,200,185,282,187,5,108,219
龍潭區,-1,-2,-35,-40,-23,7,62,-24,-53,-12,-80,-18
新屋區,-15,13,-44,-21,-16,3,5,-32,0,-38,-54,-9
觀音區,69,23,61,-3,24,65,51,154,49,113,121,168
復興區,31,7,-39,-9,9,8,15,41,17,28,55,102
總計,315,387,226,-195,-543,321,112,23,-841,-730,-861,-682
