區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
竹北市,393,341,426,561,767,473,555,699,679,352,259,368
關西鎮,-72,-46,-33,-37,-27,12,-46,-18,-26,-6,-13,-6
新埔鎮,-10,-26,-6,-20,12,-7,-48,7,-5,-34,-34,-3
竹東鎮,-7,35,-22,35,65,-78,440,242,111,-37,-16,28
湖口鄉,18,22,-32,34,5,48,44,56,21,84,2,26
橫山鄉,-10,-8,26,-32,-13,5,-15,-10,-1,7,-6,-10
新豐鄉,29,64,40,22,23,-3,54,83,-10,1,10,8
芎林鄉,-21,12,-16,2,12,-27,2,-3,-7,-9,3,14
寶山鄉,1,-21,-30,-3,12,-13,27,6,10,-14,5,37
北埔鄉,-32,-4,-13,-15,-27,14,-9,-8,-12,-9,-14,11
峨眉鄉,-8,-9,-11,-2,-11,-2,-10,-6,0,-9,-10,4
尖石鄉,-30,-26,5,-33,-36,-15,-24,-20,38,0,13,7
五峰鄉,-14,-34,-11,-9,-37,-19,-23,-12,-4,-5,-1,-6
總計,237,300,323,503,745,388,947,"1,016",794,321,198,478
