區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
竹北市,"1,439",950,851,126,370,376,406,345,368,219,198,232
關西鎮,26,-12,-7,-15,25,16,2,0,-8,6,6,-14
新埔鎮,-1,-13,28,26,62,58,55,82,76,16,21,-6
竹東鎮,124,68,126,117,82,99,92,90,-19,-43,-21,24
湖口鄉,165,201,145,85,167,155,108,95,100,107,53,77
橫山鄉,15,20,-6,9,0,2,21,-31,-1,-4,-1,27
新豐鄉,-26,18,66,39,105,74,90,-13,11,49,29,44
芎林鄉,47,38,4,41,18,18,25,18,59,27,19,-16
寶山鄉,18,2,11,-8,1,16,26,8,21,4,29,30
北埔鄉,10,-14,2,-6,-5,1,-4,-3,-17,-17,10,10
峨眉鄉,5,3,-15,13,4,-2,1,-19,-10,-5,-11,-16
尖石鄉,-21,-18,-17,-2,-23,-7,7,-11,15,7,46,5
五峰鄉,0,-24,-24,-15,-12,-19,-3,1,4,10,-5,4
總計,"1,801","1,219","1,164",410,794,787,826,562,599,376,373,401
