區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
竹北市,249,206,301,375,562,435,341,368,354,189,197,284
關西鎮,-81,-79,-69,-67,-61,-56,-45,-48,-44,-23,-25,-36
新埔鎮,-24,-59,-78,-48,-25,-22,-16,0,-51,-30,-34,15
竹東鎮,-32,14,14,-30,26,-28,-36,6,-40,40,115,60
湖口鄉,8,-85,-67,-94,-9,21,-20,74,20,41,33,-58
橫山鄉,-52,1,-38,-8,-23,-24,-10,-16,4,-9,-22,-21
新豐鄉,74,25,19,7,-23,-2,49,33,-1,-16,-18,16
芎林鄉,11,-14,-2,-24,3,5,5,-14,-15,19,-31,12
寶山鄉,-21,-25,3,-27,24,3,35,-2,1,-11,19,-17
北埔鄉,-6,9,-3,-7,-32,-16,-8,-9,3,5,-5,3
峨眉鄉,-8,-19,-20,3,-6,0,-1,-15,-6,-2,-6,2
尖石鄉,-9,-42,-36,-43,-24,-16,-16,-11,11,17,8,45
五峰鄉,-16,3,-41,-28,-22,0,-2,3,5,-2,1,-4
總計,93,-65,-17,9,390,300,276,369,241,218,232,301
