區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
竹北市,219,171,246,164,451,329,321,301,281,97,150,210
關西鎮,-16,-13,-25,-1,-21,11,-21,-36,-28,-42,-1,-1
新埔鎮,23,21,12,9,27,44,23,52,57,66,57,38
竹東鎮,172,191,68,146,134,-17,62,32,32,77,181,76
湖口鄉,141,75,95,127,115,83,86,55,143,95,121,64
橫山鄉,-2,-14,-24,-12,2,-12,0,-11,-11,-1,-10,0
新豐鄉,41,55,10,-5,34,84,75,59,13,88,63,61
芎林鄉,21,6,-11,-26,-4,35,-13,7,33,46,14,20
寶山鄉,-9,22,-5,9,5,4,4,12,0,22,1,6
北埔鄉,-14,-7,-9,-12,-12,-25,-20,11,0,7,11,2
峨眉鄉,-12,-1,-17,0,1,-6,1,-5,1,-11,0,-5
尖石鄉,-14,-38,-25,-11,-2,13,2,-23,10,17,14,21
五峰鄉,-4,7,0,-23,-3,-2,9,1,21,10,7,4
總計,546,475,315,365,727,541,529,455,552,471,608,496
