區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
板橋區,-218,-331,-428,-429,-227,-125,-441,-538,-376,-303,-244,-320
三重區,-189,-184,-460,-69,-230,-193,-127,-142,-45,-68,-184,-156
中和區,-102,-306,-339,-242,-23,-359,-65,-211,-14,-163,-166,-286
永和區,-90,-165,-167,-124,-147,-22,-448,-344,-348,-172,-75,-110
新莊區,81,-21,-215,-147,2,-148,-201,-48,-68,18,-40,-9
新店區,-113,157,-226,-202,102,47,59,122,-19,121,25,-10
樹林區,-93,-105,-198,-68,-80,-35,-57,-63,-133,50,-76,-54
鶯歌區,8,-147,-340,-233,-91,-67,-84,-103,-163,-66,-65,-93
三峽區,20,17,41,107,134,-42,27,21,154,41,62,128
淡水區,164,156,198,216,272,237,281,174,369,221,251,176
汐止區,4,-46,-93,19,87,48,115,113,140,38,79,-65
瑞芳區,-11,-18,-59,-38,-28,-47,-9,-8,-19,43,6,-41
土城區,-50,-100,-240,-176,-156,-209,-257,-99,-237,-37,-73,-4
蘆洲區,-79,-60,-179,-110,-11,-14,-117,59,36,-21,-92,-25
五股區,-31,4,-30,-15,125,-17,61,115,110,-24,18,5
泰山區,85,-25,-61,-36,2,-74,37,34,-47,17,22,-87
林口區,156,110,221,113,234,120,156,168,184,165,94,165
深坑區,-13,-28,-25,-40,41,-8,-18,-2,27,-15,-2,20
石碇區,0,-3,-2,-20,-5,13,-3,10,7,20,7,7
坪林區,19,19,-2,3,2,4,5,2,12,-5,-3,10
三芝區,4,24,-20,14,2,-15,-35,27,16,22,3,-14
石門區,-8,6,-44,-25,0,-19,2,-3,-5,3,0,-4
八里區,17,21,-46,-5,39,31,36,60,104,32,44,28
平溪區,-5,10,-18,-1,-4,-15,-5,14,5,-6,-5,4
雙溪區,-33,-3,-22,-8,-8,-16,-1,-11,-19,0,-12,4
貢寮區,-3,-22,-46,-21,-25,-24,-15,-8,1,-5,11,-7
金山區,-4,-17,-58,-8,-20,-14,-31,-13,7,4,14,28
萬里區,16,-14,-60,-46,7,23,27,11,40,0,-13,-26
烏來區,-5,0,-31,-18,-29,19,16,-7,26,-7,8,2
總計,-473,"-1,071","-2,949","-1,609",-35,-921,"-1,092",-670,-255,-97,-406,-734
