區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
板橋區,-100,-180,-85,-158,-276,-377,-136,-358,-852,-561,-460,-602
三重區,-228,-166,-335,-215,-246,-162,-314,-72,-290,-393,-327,-180
中和區,-245,-19,-452,-182,-325,-389,-477,-155,-570,-563,-550,-536
永和區,-125,-36,-94,-51,-136,-394,-309,-541,-461,-206,-541,-884
新莊區,193,84,-32,-8,-125,-186,-196,-300,-350,-189,-280,-431
新店區,-126,-54,-90,-235,-225,-333,-277,-154,-307,-280,-676,-428
樹林區,-147,-113,-123,-106,-124,-36,-174,-105,-104,-207,-211,-245
鶯歌區,-1,-1,7,70,94,70,195,-9,20,6,-21,8
三峽區,-8,-69,-26,-8,-54,-44,-102,-162,-79,-106,-48,-82
淡水區,214,221,267,141,153,31,205,231,259,4,81,149
汐止區,-12,77,-14,80,-21,-211,26,146,239,-10,22,83
瑞芳區,-55,-32,-31,-31,-4,11,-33,-44,-54,-20,-24,-78
土城區,-79,49,28,-62,-123,-78,-27,-63,-183,-225,-94,-65
蘆洲區,80,0,-28,-58,-84,-186,-109,-158,-101,-193,-73,-232
五股區,68,48,56,174,21,103,91,164,165,47,8,21
泰山區,-7,-14,-129,-176,-87,-43,-122,-22,-169,-82,-73,-87
林口區,230,266,397,354,200,63,163,275,461,217,117,294
深坑區,25,28,14,-2,10,-26,-3,13,-23,-27,-29,-2
石碇區,8,-9,-19,-26,14,4,0,1,9,14,2,-11
坪林區,0,-4,0,3,3,4,-8,-4,-1,-6,-10,-6
三芝區,3,-5,-5,2,5,-6,0,-2,-32,7,-17,-18
石門區,-4,-8,-58,-30,-13,-18,-14,-23,-25,-15,-17,-16
八里區,14,-22,-11,26,8,58,20,107,93,76,57,25
平溪區,0,-5,-9,6,1,1,-2,-8,8,7,3,0
雙溪區,-20,3,-13,-19,-3,-7,-10,-9,-7,-2,-16,3
貢寮區,-23,7,-9,-30,-1,4,-14,-19,-19,-13,-7,-21
金山區,-17,-26,-24,-3,-27,-8,-23,-8,-31,-14,-10,3
萬里區,-18,-17,-42,-32,17,-2,-1,11,-14,17,-32,-39
烏來區,2,-32,-32,-22,-15,20,7,-9,31,2,0,18
總計,-378,-29,-892,-598,"-1,363","-2,137","-1,644","-1,277","-2,387","-2,715","-3,226","-3,359"
