區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
板橋區,-64,-10,-23,102,262,330,444,530,602,-7,81,108
三重區,-342,-108,-257,-277,-196,-178,62,-38,-170,-127,-142,-202
中和區,-309,-95,-175,-188,-89,-91,-15,-337,-49,59,39,-181
永和區,-69,-73,76,-210,-76,-157,-286,-271,-231,-63,-45,25
新莊區,-29,212,120,-116,-19,-158,-112,-74,-105,37,80,-18
新店區,-14,10,-111,-122,71,38,118,-11,165,-4,42,140
樹林區,-112,-51,-138,-176,-122,-154,-7,1,-93,69,34,5
鶯歌區,-22,-5,-116,-51,-90,-48,-59,19,-15,-23,36,89
三峽區,62,36,126,55,157,95,84,-19,28,7,46,9
淡水區,131,262,313,246,403,372,384,432,164,279,267,521
汐止區,117,27,5,19,26,104,96,197,179,79,118,163
瑞芳區,-24,-21,-19,-29,30,-21,-41,-2,-21,-26,-4,-24
土城區,-220,-55,-162,-150,-271,-192,-159,-134,-161,-98,-58,-93
蘆洲區,-31,-81,-133,-117,-162,-31,5,55,-21,-55,6,37
五股區,122,64,72,95,181,18,192,191,130,34,38,97
泰山區,-45,-31,-52,5,-61,-18,-34,-35,-73,-53,-41,23
林口區,184,167,276,199,403,216,283,289,305,171,525,511
深坑區,3,-25,2,23,8,9,-55,-21,19,23,7,8
石碇區,1,-3,13,-1,7,13,16,11,4,11,-6,16
坪林區,-3,-2,10,12,25,-4,3,11,17,13,10,33
三芝區,-1,-15,-32,-23,-9,-1,-7,-4,-8,-25,3,-20
石門區,-3,-19,-54,17,-11,-24,3,-9,-11,-8,-22,-7
八里區,-28,5,-19,25,73,61,41,35,100,48,32,1
平溪區,1,-1,6,6,7,3,0,10,-3,-6,-9,-2
雙溪區,1,-9,-9,12,17,-6,-3,-9,6,13,3,-3
貢寮區,-4,-13,-26,-31,-16,0,-5,-9,-5,5,-27,-22
金山區,16,-30,-49,-31,-42,-16,9,6,-16,-23,-34,-3
萬里區,-14,-34,-44,-10,11,-10,-19,-6,12,-6,-8,-27
烏來區,7,-3,-5,13,16,-16,22,-9,20,6,19,29
總計,-689,99,-405,-703,533,134,960,799,769,330,990,"1,213"
