區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
板橋區,"1,250",670,715,628,616,419,569,359,353,254,85,131
三重區,814,313,423,407,383,398,709,451,541,238,94,-38
中和區,"1,072",507,744,544,406,413,790,361,357,180,144,151
永和區,776,457,592,412,356,236,226,32,3,170,5,299
新莊區,897,483,433,410,433,301,532,276,44,30,118,79
新店區,"1,102",705,846,656,765,735,798,485,566,410,262,321
樹林區,251,15,100,71,17,33,250,108,116,-7,43,-104
鶯歌區,90,71,45,41,138,54,142,-29,70,107,28,73
三峽區,167,41,121,14,92,64,121,-8,-17,-7,-12,25
淡水區,826,699,748,535,556,610,711,551,579,493,397,408
汐止區,512,370,485,314,347,327,488,387,279,270,153,38
瑞芳區,1,-31,-53,5,-5,-8,7,-12,-46,6,-16,-12
土城區,509,297,458,383,423,363,392,84,222,229,119,215
蘆洲區,289,50,120,30,-39,11,187,3,-169,-34,-42,-14
五股區,257,52,81,131,110,87,231,130,51,110,77,105
泰山區,131,88,35,-2,34,7,101,56,43,-11,58,79
林口區,593,455,606,395,461,358,451,372,342,310,299,321
深坑區,71,29,37,19,26,30,16,-2,31,-2,23,-3
石碇區,-10,-9,2,-17,-11,2,2,-1,-18,3,-11,-2
坪林區,10,-2,-18,2,-5,10,9,-8,-11,-8,-8,-3
三芝區,41,-29,8,19,2,3,-15,-5,19,26,15,27
石門區,-7,-21,-13,3,-18,-21,-10,-15,-10,0,-8,-15
八里區,125,36,89,87,92,67,226,147,189,78,37,30
平溪區,1,-5,-17,-8,-8,5,-9,-7,3,4,-5,-1
雙溪區,13,-14,-18,4,0,-3,5,-11,-3,6,-8,-3
貢寮區,-10,-11,-18,-22,-26,-6,3,-7,-9,-16,-10,-8
金山區,2,-12,20,-19,4,0,-3,-10,-31,-13,2,-16
萬里區,13,-30,-17,-20,22,-10,11,-4,28,-9,-15,-13
烏來區,-2,-25,-18,-5,-20,6,19,2,11,14,15,19
總計,"9,784","5,149","6,536","5,017","5,151","4,491","6,959","3,685","3,533","2,831","1,839","2,089"
