區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
板橋區,-207,-93,-128,-173,-124,-352,-293,-136,-306,-253,-50,-169
三重區,-126,-198,-187,-132,-156,-212,104,-116,-116,-99,-214,-220
中和區,-85,-234,-379,-105,-2,-150,136,-126,-97,-28,-170,-35
永和區,42,32,-57,-151,-112,-127,-205,-279,-269,-101,-96,-156
新莊區,-51,-35,101,99,44,237,150,-31,14,129,74,-77
新店區,105,16,-235,103,173,77,170,201,154,10,8,43
樹林區,-54,-109,-21,-2,-1,-189,-65,-155,-141,-27,-56,-95
鶯歌區,-75,-44,-121,-9,-15,-97,-98,-120,-102,-27,-18,-40
三峽區,19,71,38,38,-53,9,71,106,12,44,85,68
淡水區,278,269,227,164,478,308,452,432,335,185,176,264
汐止區,106,124,100,79,178,92,192,211,157,81,-48,79
瑞芳區,-7,18,-12,-18,-1,1,-4,-22,-59,-8,-14,6
土城區,-72,-12,-80,-1,-91,-159,-29,-36,-223,-170,-125,-173
蘆洲區,3,8,43,87,40,-27,-29,18,-95,-65,-59,-27
五股區,15,36,-44,72,35,87,139,64,34,23,73,20
泰山區,-7,-55,64,-12,-27,-36,-46,3,-38,-35,-45,33
林口區,198,186,154,160,297,190,271,209,213,141,204,137
深坑區,-20,-1,9,4,-5,9,-8,11,19,-24,-29,-4
石碇區,2,-7,-1,-19,-6,9,-9,-3,10,12,7,7
坪林區,-2,15,19,-5,-3,3,-3,8,-3,8,2,-10
三芝區,-18,-2,-22,-4,39,-27,-3,-35,15,-8,-28,-14
石門區,-19,-20,-20,-19,-28,-28,-14,-17,-8,-3,-16,-3
八里區,5,-8,-32,-56,-11,27,70,61,44,25,50,29
平溪區,3,-7,-11,3,3,-3,-3,-4,0,1,8,4
雙溪區,6,-14,-3,-4,-8,-4,-11,-20,-7,-1,2,17
貢寮區,-13,0,-38,-4,-32,-29,12,-20,-3,17,10,7
金山區,-14,-26,-31,-14,-22,-25,18,-25,-7,2,8,-13
萬里區,-14,-60,-47,-6,27,5,-3,4,-17,2,-1,-12
烏來區,11,21,-22,-5,-27,16,11,-6,24,19,5,37
總計,9,-129,-736,70,590,-395,973,177,-460,-150,-257,-297
