區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
新營區,63,42,-1,20,-28,3,-29,-88,1,-20,53,-60
鹽水區,-34,0,-7,-15,-21,-3,-25,-18,-9,16,-13,4
白河區,-18,-15,-1,6,10,30,-38,10,-17,-1,-22,-16
柳營區,-46,-13,-13,-4,16,20,1,-1,1,15,-3,1
後壁區,-25,-6,-8,-18,-7,-3,-14,-39,6,-16,-15,-5
東山區,-21,-25,-11,-6,-6,-8,-18,-5,-3,-7,-11,-13
麻豆區,-14,16,7,6,-22,-18,-6,-21,-7,4,-5,-9
下營區,-22,-17,-4,-3,8,-4,0,-19,-22,-9,-11,-7
六甲區,22,3,-22,26,-17,5,20,-1,-12,-12,-4,2
官田區,-1,8,-2,-2,-6,12,11,25,-10,3,-5,0
大內區,-7,1,-4,-16,-12,9,2,-25,-14,-13,-19,-4
佳里區,9,24,16,20,8,11,14,-36,-43,-55,4,3
學甲區,-31,-49,-2,3,-21,-8,-37,-7,-30,4,1,-23
西港區,-17,0,23,-31,-6,-4,-16,-9,-11,9,-37,27
七股區,13,42,2,-33,-28,-10,-8,37,7,3,-29,-2
將軍區,-3,-25,-10,-8,8,7,-14,-34,-5,9,9,-15
北門區,-18,-2,-15,-22,-6,-1,-3,-7,-12,7,-10,-3
新化區,-26,-16,32,8,-4,9,17,13,-15,2,-53,8
善化區,26,78,81,16,41,26,116,105,87,24,22,62
新市區,-4,10,13,36,1,32,-29,48,33,32,41,24
安定區,-1,-13,23,13,21,20,29,32,28,-17,8,-1
山上區,-3,-3,-2,-14,12,-7,-1,-3,3,-8,-4,10
玉井區,3,-12,-9,19,-17,-6,-8,1,5,17,15,-7
楠西區,-3,-11,-28,2,-9,-3,-12,-23,-4,-15,10,4
南化區,-8,-4,-1,-5,-6,-11,13,13,-8,11,0,0
左鎮區,-4,-18,1,-7,7,2,-7,-4,10,-1,0,-4
仁德區,55,92,147,27,79,84,39,128,39,48,25,6
歸仁區,8,51,24,36,30,14,-21,-26,-63,33,15,8
關廟區,-6,-29,2,-4,-21,-22,-18,-3,25,14,11,-12
龍崎區,-4,-6,-1,-6,2,4,-11,2,-5,2,-2,5
永康區,121,95,104,57,82,135,98,91,73,121,-52,46
東區,90,-46,-15,28,-261,-171,-163,-174,-142,-90,-94,0
南區,59,19,-37,-23,-24,-1,-82,13,-31,-114,-47,-45
北區,-130,-7,-102,29,-74,36,-78,-18,-38,-12,56,-13
安南區,26,52,74,73,53,-26,63,70,21,40,11,-37
安平區,20,2,54,-27,75,-6,94,148,48,32,61,36
中西區,67,64,115,85,88,113,63,-49,96,151,133,134
總計,136,282,423,266,-55,260,-58,126,-18,207,39,104
