區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
新營區,27,17,-6,-53,-65,-6,-23,-101,-142,-70,-57,-47
鹽水區,-7,38,-7,-15,2,-6,2,-4,6,-25,-14,-8
白河區,-12,-3,-21,-23,-6,-14,-24,-55,-41,-12,-34,-11
柳營區,8,-22,7,12,14,7,-33,-6,-17,-13,-16,-7
後壁區,-19,0,-6,-5,-5,-28,-9,-8,-35,-13,-23,-39
東山區,-28,-18,-8,-16,-13,1,-11,-14,-2,8,-31,-24
麻豆區,-3,17,21,32,31,2,-33,-25,-44,-8,-10,-16
下營區,-2,-2,-19,-22,-26,-10,-25,5,-12,-13,-17,-22
六甲區,14,-14,-14,-6,5,27,-2,-4,-4,8,7,-12
官田區,2,13,-23,7,6,-7,-13,18,-14,-1,-7,-17
大內區,-10,8,-10,0,-14,-5,1,2,-5,-6,2,-9
佳里區,41,-33,9,-26,-24,-55,10,28,-33,-4,-14,-5
學甲區,-19,-25,1,8,1,-16,-18,-23,-21,-14,17,-23
西港區,-9,13,11,22,-5,30,15,33,25,11,-27,-22
七股區,31,31,-28,-20,-9,14,-26,-5,-79,-60,3,1
將軍區,-19,22,-12,-26,18,4,10,-14,-18,-7,-2,1
北門區,-8,-11,-14,-20,-11,5,-10,-10,-12,3,-8,-9
新化區,-4,-6,-40,-39,-24,-19,-41,-19,-36,-14,-31,-62
善化區,32,64,30,56,38,32,24,44,37,24,46,64
新市區,5,4,34,9,25,15,-5,-28,-54,-35,-19,-33
安定區,-23,-10,-7,-7,19,-4,19,-52,-6,-40,-28,-17
山上區,-6,-7,-1,-15,-6,-1,-7,-7,-7,2,-16,-7
玉井區,0,-10,-4,-13,3,-6,-12,-26,-27,-16,-8,-16
楠西區,3,14,-20,-9,0,1,7,-3,-24,-13,-11,0
南化區,-4,-4,-21,0,1,0,-8,0,-3,0,1,-11
左鎮區,-3,-5,-1,2,-11,-2,-9,2,-4,9,-15,-8
仁德區,-30,-67,-45,-60,-20,27,158,107,221,2,1,-18
歸仁區,-36,27,21,-24,-27,-12,-3,-8,-46,-42,11,32
關廟區,27,24,1,67,3,5,1,-13,-49,-6,-10,0
龍崎區,-1,-4,-8,-3,9,3,-16,-15,-1,-2,-3,-5
永康區,5,54,-45,32,-75,-25,-46,-102,-251,-118,-137,-107
東區,-144,-87,-177,-77,-159,-172,-217,-314,-252,-169,-198,-81
南區,-139,-86,-104,-66,-62,5,69,-21,-139,-108,-110,-137
北區,-89,-79,-179,-128,-13,-156,-162,-213,-234,-118,-213,-180
安南區,114,17,222,78,91,36,73,369,169,32,132,19
安平區,22,-31,31,28,-42,22,83,42,146,8,-9,-14
中西區,17,18,-93,14,31,-33,-144,-186,-60,-36,28,-26
總計,-267,-143,-525,-306,-320,-341,-425,-626,"-1,068",-856,-820,-876
