區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
新營區,32,46,12,-12,-60,-60,-45,-53,-53,-7,-13,-13
鹽水區,-4,13,6,10,-16,-10,36,-41,-20,-14,0,19
白河區,-6,-32,-13,-17,-11,-15,-31,-28,-3,4,3,-13
柳營區,-17,16,-10,-20,3,5,0,5,-13,2,5,-1
後壁區,0,-27,-2,-21,-10,-10,-24,-2,10,-21,-12,-33
東山區,-2,7,0,-11,-10,4,13,-9,-7,4,-18,-39
麻豆區,-6,9,-15,1,-39,-9,-8,-19,-12,-9,11,-24
下營區,1,-22,-27,-8,-20,5,-8,-12,-24,-8,-7,0
六甲區,-6,18,-6,16,18,-9,5,-6,-23,-1,-18,-17
官田區,-19,-29,-24,9,-15,15,25,6,29,-10,-6,1
大內區,-1,-3,-17,5,11,-12,-9,2,2,3,-4,-16
佳里區,-4,-11,44,26,-59,1,-64,-53,-27,-24,-4,20
學甲區,-56,-8,-13,0,-34,-31,-15,-30,-11,-5,-2,-32
西港區,4,-2,25,-22,6,21,15,4,-13,0,-4,-14
七股區,32,19,-16,-21,37,-27,7,-6,-19,-17,-38,-7
將軍區,-4,-8,-52,-3,3,2,12,14,-3,11,-2,-6
北門區,4,-5,7,-2,3,-1,9,-11,-7,5,-25,-6
新化區,-5,22,46,-13,-24,18,4,-20,6,-3,-16,-12
善化區,23,58,76,78,20,35,57,126,34,4,30,48
新市區,50,21,31,24,50,-17,5,3,34,1,43,31
安定區,-7,14,-6,25,-12,19,42,-13,-35,-17,-7,-30
山上區,12,4,2,3,4,10,3,4,10,-5,-9,-1
玉井區,-6,7,7,3,-8,0,-1,-24,3,-7,7,-13
楠西區,-1,-10,-21,-5,-1,-4,-7,-12,-7,-11,-14,-15
南化區,0,-14,-9,11,0,-3,11,-9,2,5,6,-10
左鎮區,-6,0,-2,-2,-3,-5,2,-3,9,-4,-10,-6
仁德區,-38,24,-22,35,-5,-24,77,89,73,24,52,25
歸仁區,26,12,70,8,-52,-10,-10,-32,-33,-7,-7,-2
關廟區,-6,9,-22,17,14,12,14,-11,-7,7,4,-20
龍崎區,-4,6,-6,-5,6,-5,7,-1,2,5,6,-2
永康區,33,46,96,57,-18,29,109,237,139,-54,-11,-117
東區,-1,-24,-59,-104,-29,7,-141,-130,-143,-18,-53,177
南區,-23,-14,-77,-54,-51,-21,-2,-38,-76,-30,-25,62
北區,-122,-7,47,-62,-128,-244,-101,-59,-36,78,39,63
安南區,46,-2,-5,-81,139,160,85,94,48,-8,95,80
安平區,33,-21,99,15,38,-14,-52,40,16,-2,46,28
中西區,22,37,39,-6,-69,148,154,-26,69,124,42,59
總計,-26,149,183,-126,-322,-40,174,-24,-86,-5,84,164
