區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
新營區,17,47,57,9,-79,-36,-27,5,-29,-4,1,31
鹽水區,-2,-3,-37,18,6,-12,-11,11,-36,-32,8,-29
白河區,-5,-29,0,-38,-26,10,-25,-20,-13,-28,5,-22
柳營區,5,-39,-41,-14,12,-8,-9,-35,11,0,19,-13
後壁區,-25,-28,13,6,-9,-4,6,-24,-2,-12,-22,-11
東山區,-18,-22,-15,-31,-10,-20,-4,-14,11,-11,4,-22
麻豆區,7,4,27,-33,8,-3,-36,-11,10,6,5,13
下營區,-11,14,-25,-17,-12,0,-7,-21,-24,-9,-48,-24
六甲區,-29,-24,-10,1,-19,-28,-21,3,-10,-19,-17,-2
官田區,-35,8,-39,-5,-4,-7,58,57,6,0,18,-19
大內區,-2,-1,2,-13,-28,-3,-22,1,-11,3,-7,-7
佳里區,5,5,60,43,-4,-9,6,33,-30,-21,-32,-13
學甲區,-27,-21,-53,-12,-17,-43,15,-14,-8,-10,-17,-27
西港區,-14,1,-2,5,11,2,7,24,18,8,-19,8
七股區,11,-16,-33,-9,8,-14,-27,-20,-22,-25,3,23
將軍區,-13,-20,-22,-18,-24,13,-7,-8,-10,-17,-6,-2
北門區,-21,-6,-39,-19,-3,-9,-1,-4,-7,6,-10,-4
新化區,-4,-29,17,35,-22,-1,29,-14,36,-17,39,-6
善化區,72,37,82,70,74,59,45,109,67,45,22,26
新市區,45,68,61,-8,-6,25,-17,89,22,25,3,-13
安定區,-18,33,-12,35,-10,-7,36,-13,-15,16,0,21
山上區,5,-1,1,2,5,-7,-6,1,-15,-4,-7,-11
玉井區,-12,-3,4,-4,-7,-25,-22,-33,-1,24,-2,6
楠西區,5,0,1,-1,-10,3,-12,-4,0,-11,-13,0
南化區,-6,-18,-24,-9,-3,14,-2,-3,-6,-6,-9,-2
左鎮區,-3,-5,-21,0,4,-13,0,1,0,-4,1,7
仁德區,80,25,-22,39,36,59,127,26,93,31,43,72
歸仁區,3,37,33,-3,36,23,47,5,-28,47,42,-6
關廟區,2,-41,-29,6,-12,3,35,-3,-12,-12,-16,-1
龍崎區,-5,-4,-8,-6,-4,-2,-9,-5,-8,-5,0,-7
永康區,75,114,212,134,135,124,-5,71,59,43,65,-17
東區,-21,-104,-135,-96,-243,-146,-486,-244,-235,-89,-62,34
南區,42,32,16,7,20,-57,15,9,10,-53,-12,-60
北區,19,46,-82,-39,20,-39,-61,-10,102,-42,0,-124
安南區,67,36,77,96,35,195,97,109,-9,32,59,129
安平區,76,39,37,0,-2,52,52,29,6,12,-74,-3
中西區,32,3,23,-69,-2,-1,-129,-122,-80,41,10,72
總計,297,135,74,62,-146,88,-371,-39,-160,-92,-26,-3
