區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
新營區,83,73,58,67,64,16,11,-2,-3,13,-8,85
鹽水區,9,-14,-2,21,13,3,9,1,5,21,7,-26
白河區,40,41,15,6,-8,-28,5,-40,2,22,-8,-11
柳營區,21,38,35,-1,5,6,-1,-3,-13,-1,-16,-3
後壁區,6,-7,-8,2,6,4,-8,22,-9,5,6,-8
東山區,19,-3,7,30,-3,9,2,-22,-15,-3,-15,6
麻豆區,60,41,49,26,39,23,50,86,39,17,13,10
下營區,30,13,8,5,-5,1,-2,-1,-35,23,-17,-6
六甲區,31,-14,22,17,-19,4,-3,-7,1,-17,3,0
官田區,23,-4,5,15,24,15,32,-4,-14,12,25,1
大內區,12,-4,6,8,-6,8,3,-7,-9,4,-17,-3
佳里區,78,88,56,68,47,18,52,29,-49,21,59,41
學甲區,17,13,2,29,19,12,15,32,-5,11,-11,-24
西港區,14,32,35,24,45,37,40,58,62,10,4,39
七股區,55,8,0,-28,-4,-6,-20,32,26,-19,-27,-2
將軍區,19,-36,2,-1,7,-6,-20,-29,0,-4,-20,-31
北門區,14,-16,-6,-6,-17,-9,11,-7,-17,-22,-8,-8
新化區,85,52,69,37,31,15,-7,209,90,16,-1,-36
善化區,54,41,36,33,74,84,79,74,86,31,40,46
新市區,74,5,36,-4,21,15,36,-20,-16,-5,27,37
安定區,21,11,55,13,34,13,56,3,-38,5,-9,23
山上區,2,-4,17,2,2,33,14,28,18,3,1,-9
玉井區,11,25,20,-5,12,15,8,-5,4,-7,-14,1
楠西區,-10,-10,-3,-3,-8,-5,-13,5,-2,-10,3,-6
南化區,4,-4,-12,7,2,-8,-4,-10,0,-7,1,-4
左鎮區,5,-10,-11,-5,1,1,5,-2,-3,-8,0,-3
仁德區,117,65,98,60,33,43,71,68,89,-3,16,-9
歸仁區,104,60,84,100,111,84,71,4,43,38,67,92
關廟區,28,-11,5,9,17,12,17,6,23,-13,-1,-5
龍崎區,3,0,-10,-5,-1,-1,-1,-17,-13,-6,0,2
永康區,228,136,278,62,97,84,205,144,-97,66,-116,-59
東區,397,104,290,235,115,130,228,144,-5,130,223,205
南區,224,78,95,33,30,40,80,20,15,53,8,64
北區,204,80,128,89,43,54,122,74,140,36,57,93
安南區,389,259,330,217,366,210,216,225,200,122,210,186
安平區,194,157,112,91,106,82,69,126,75,32,1,49
中西區,126,105,-11,113,123,199,203,16,59,119,31,52
總計,"2,791","1,388","1,890","1,361","1,416","1,207","1,631","1,230",634,685,514,779
