鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
金湖鎮,房地(土地+建物),金門縣金湖鎮塔后４８７號,96.03,住,,,1040122,土地1建物1車位0,全,三層,透天厝,集合住宅,鋼筋混凝土造,1030623.0,222.88,3,2,3,有,無,16000000,71788.0,,0.0,0,,RPTNMLQJKHKFFAW96CA,216.72,0.0,6.16,,,104_02
金沙鎮,土地,沙溪一劃段262地號,1928.26,農,,,1040114,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9000000,4667.0,,0.0,0,,RPQNMLOJKHKFFAW09CA,0.0,0.0,0.0,,,104_02
金寧鄉,土地,北四劃段403-1地號,323.0,農,,,1040129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1615000,5000.0,,0.0,0,,RPTOMLNJKHKFFAW86DA,0.0,0.0,0.0,,,104_02
金沙鎮,土地,沙港劃段842地號,1000.05,農,,,1040127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,5000.0,,0.0,0,,RPSNMLOJKHKFFAW76DA,0.0,0.0,0.0,,,104_02
烈嶼鄉,土地,東園劃段82地號,798.86,農,,,1040127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3200000,4006.0,,0.0,0,,RPQNMLQJKHKFFAW76DA,0.0,0.0,0.0,,,104_02
金湖鎮,房地(土地+建物),金門縣金湖鎮塔后４８６號,96.02,住,,,1040122,土地1建物1車位0,全,三層,透天厝,集合住宅,鋼筋混凝土造,1030623.0,222.88,3,2,3,有,無,16000000,71788.0,,0.0,0,,RPUNMLQJKHKFFAW07CA,216.72,0.0,6.16,,,104_02
金湖鎮,土地,太武段1111-2地號,400.99,農,,,1031230,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,4489.0,,0.0,0,,RPVNMLQJKHKFFAW17CA,0.0,0.0,0.0,,,104_02
金寧鄉,土地,東洲段21-22地號,10300.0,其他,,,1040203,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,65000000,6311.0,,0.0,0,,RPPNMLTJKHKFFAW86CA,0.0,0.0,0.0,,,104_02
金寧鄉,土地,寧湖三劃段849地號,1000.0,農,,,1040115,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6500000,6500.0,,0.0,0,,RPQNMLLKKHKFFAW88CA,0.0,0.0,0.0,,,104_02
金湖鎮,土地,太湖劃測段1677地號,1000.02,農,,,1040120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7000000,7000.0,,0.0,0,,RPTNMLLKKHKFFAW56CA,0.0,0.0,0.0,,,104_02
金沙鎮,土地,山柄段274地號,141.0,農,,,1040113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,2128.0,,0.0,0,,RPSNMLQJKHKFFAW86CA,0.0,0.0,0.0,,,104_02
金城鎮,房地(土地+建物),金門縣金城鎮民權路２２６巷４弄１１號七樓,15.16,住,,,1040202,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1030926.0,66.43,1,1,1,有,無,5500000,82794.0,,0.0,0,,RPTNMLQKKHKFFAW07CA,43.51,0.0,6.77,,,104_02
金城鎮,房地(土地+建物),金門縣金城鎮民權路２２６巷４弄１１號四樓,45.47,住,,,1040202,土地1建物3車位0,四層,七層,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1030926.0,199.28,1,1,1,有,無,11390000,57156.0,,0.0,0,,RPUNMLQKKHKFFAW17CA,130.53,0.0,20.31,,,104_02
金寧鄉,房地(土地+建物),金門縣金寧鄉下堡１００之２８號二樓,17.77,其他,,,1040126,土地1建物1車位0,二層,三層,套房(1房1廳1衛),集合住宅,鋼筋混凝土造,1031016.0,31.790000000000003,1,1,1,有,無,2320000,72979.0,,0.0,0,,RPRNMLQJKHKFFAW76CA,26.02,0.0,1.58,,,104_02
金沙鎮,土地,官嶼劃段24地號,798.92,農,,,1040127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2300000,2879.0,,0.0,0,,RPPNMLKKKHKFFAW68CA,0.0,0.0,0.0,,,104_02
金沙鎮,土地,北九十劃段550地號,1501.02,農,,,1040204,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,3864.0,,0.0,0,,RPUNMLKKKHKFFAW56CA,0.0,0.0,0.0,,,104_02
金寧鄉,土地,寧劃段451地號,488.59,農,,,1040112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1080000,2210.0,,0.0,0,,RPPOMLMKKHKFFAW98CA,0.0,0.0,0.0,,,104_02
金沙鎮,土地,北八劃段281地號,1000.0,農,,,1040122,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4950000,4950.0,,0.0,0,,RPOOMLQJKHKFFAW66DA,0.0,0.0,0.0,,,104_02
金城鎮,土地,小西門劃測段1956地號,1036.21,其他,,,1040205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,900000,869.0,,0.0,0,,RPQNMLTJKHKFFAW07DA,0.0,0.0,0.0,,,104_02
金沙鎮,土地,尚義段257地號,1532.58,農,,,1040128,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10500000,6851.0,,0.0,0,,RPQNMLKKKHKFFAW78CA,0.0,0.0,0.0,,,104_02
金寧鄉,土地,寧安四劃段519地號,520.0,農,,,1031029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,5000.0,,0.0,0,,RPRNMLTJKHKFFAW07CA,0.0,0.0,0.0,,,104_02
