鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
南竿鄉,土地,津沙段482地號,21.25,住,,,1040209,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,372000,17506.0,,0.0,0,,RPPNMLPLKHKFFAZ07DA,0.0,0.0,0.0,,,104_02
南竿鄉,房地(土地+建物),連江縣南竿鄉復興村38之1號,170.22,住,,,1040205,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,881020.0,141.38,3,2,3,有,無,4800000,33951.0,,0.0,0,有民情風俗因素之交易。土地與建物價格無法分開,RPPNMLOJLHKFFAZ86DA,141.38,0.0,0.0,,,104_02
東引鄉,土地,東引西段946地號,33.78,住,,,1040129,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,66030,1955.0,,0.0,0,含增建或未登記建物。,RPPNMLRJMHKFFAZ17CA,0.0,0.0,0.0,,,104_02
東引鄉,土地,東引西段669地號,37.92,住,,,1040311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,180000,4747.0,,0.0,0,,RPPNMLRLLHKFFAZ37DA,0.0,0.0,0.0,,,104_02
南竿鄉,土地,介壽段848地號,168.23,住,,,1040318,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,916871,5450.0,,0.0,0,含增建或未登記建物。劉京鑫持分1/9王佳琦持分1/9巫宇馨持分/1/9陳金蓮持分1/9賴衣?持分1/9陳風昊持分1/9,RPPNMLSJMHKFFAZ37DA,0.0,0.0,0.0,,,104_02
北竿鄉,土地,塘岐段387地號,925.75,其他,,,1040312,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,361325,390.0,,0.0,0,有民情風俗因素之交易。康嫩妹持分1/2康荷玉1/2,RPPNMLTJMHKFFAZ47DA,0.0,0.0,0.0,,,104_02
北竿鄉,土地,大坵段188地號,115.02,住,,,1040507,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,680000,5912.0,,0.0,0,,RPPNMLMKNHKFFAZ96DA,0.0,0.0,0.0,,,104_03
北竿鄉,土地,塘岐段686地號,162.39,商,,,1040429,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,1847.0,,0.0,0,,RPPNMLTJOHKFFAZ67DA,0.0,0.0,0.0,,,104_03
南竿鄉,土地,復興段782地號,78.2,住,,,1040603,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,6394.0,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQNMLTJOHKFFAZ77DA,0.0,0.0,0.0,,,104_03
南竿鄉,土地,介壽段440地號,102.77,其他,,,1040518,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7500000,72978.0,,0.0,0,權利人共2人總價含未辦保存總登記1樓及4樓2層建物,RPPNMLQJPHKFFAZ37CA,0.0,0.0,0.0,,,104_03
