鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟10樓,30.66,住,,,1030624,土地1建物1車位2,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,53600000,217145.0,坡道平面,64.2,0,,RPRNMLLKKHKFFAA86CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟2樓,30.66,住,,,1030715,土地1建物1車位2,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,49220000,199400.0,坡道平面,64.2,0,,RPSNMLLKKHKFFAA96CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟4樓,30.66,住,,,1030624,土地1建物1車位2,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,50930000,206328.0,坡道平面,64.2,0,,RPTNMLLKKHKFFAA07CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟5樓,30.66,住,,,1030626,土地1建物1車位2,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,50150000,203168.0,坡道平面,64.2,0,,RPUNMLLKKHKFFAA17CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟6樓,30.66,住,,,1030627,土地1建物1車位2,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,51920000,210339.0,坡道平面,64.2,0,,RPVNMLLKKHKFFAA27CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟7樓,30.66,住,,,1030627,土地1建物1車位2,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,52050000,210865.0,坡道平面,64.2,0,,RPWNMLLKKHKFFAA37CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟8樓,30.66,住,,,1030624,土地1建物1車位2,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,52600000,213094.0,坡道平面,64.2,0,,RPXNMLLKKHKFFAA47CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號A棟9樓,30.66,住,,,1030624,土地1建物1車位2,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,246.84,4,2,2,有,無,52300000,211878.0,坡道平面,64.2,0,,RPOOMLLKKHKFFAA66CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟10樓,25.45,住,,,1030624,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,42300000,230254.0,坡道平面,32.1,0,,RPPOMLLKKHKFFAA76CB,104_02
文山區,房地(土地+建物)+車位,臺北市文山區萬慶段一小段390號B棟2樓,25.45,住,,,1030715,土地1建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,183.71,3,2,2,有,無,39780000,216537.0,坡道平面,32.1,0,,RPQOMLLKKHKFFAA86CB,104_02
