鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
斗六市,房地(土地+建物),雲林縣斗六市棒球六街８號,113.14,住,,,1031212,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1030530.0,213.95,5,2,3,有,無,9200000,43001.0,,0.0,0,,RPOOMLOJKHKFFAP28CA,200.66,0.0,13.29,,,104_02
斗六市,房地(土地+建物),雲林縣斗六市棒球六街１２號,85.34,住,,,1031229,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1030530.0,184.6,5,2,3,有,無,7500000,40628.0,,0.0,0,,RPQOMLOJKHKFFAP48CA,174.12,0.0,10.48,,,104_02
斗六市,房地(土地+建物),雲林縣斗六市科?一路３８２號,263.05,,工業區,丁種建築用地,1031216,土地4建物2車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1021212.0,274.56,6,3,4,有,有,10280000,37442.0,,0.0,0,,RPPNMLOJKHKFFAP28CA,242.2,0.0,31.51,,,104_02
斗六市,房地(土地+建物),雲林縣斗六市八德路９６號,99.75,住,,,1040120,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,970122.0,202.1,5,1,6,有,無,12330000,61009.0,,0.0,0,,RPXNMLNLKHKFFAP56CA,192.18,9.92,0.0,,,104_02
西螺鎮,土地,三塊厝段鹿場小段1145-3地號,726.0,,特定農業區,農牧用地,1031230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,720000,992.0,,0.0,0,,RPRNMLNJKHKFFCP58CA,0.0,0.0,0.0,,,104_02
崙背鄉,土地,舊庄段252-43地號,2518.0,,一般農業區,農牧用地,1031226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2266000,900.0,,0.0,0,,RPUNMLNJKHKFFCP88CA,0.0,0.0,0.0,,,104_02
崙背鄉,土地,舊庄段252-42地號,2518.0,,一般農業區,農牧用地,1031226,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2266000,900.0,,0.0,0,,RPVNMLNJKHKFFCP98CA,0.0,0.0,0.0,,,104_02
西螺鎮,土地,吳厝段1270-1地號,47.31,,特定農業區,農牧用地,1031231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,70615,1493.0,,0.0,0,,RPSNMLMJLHKFFCP68CA,0.0,0.0,0.0,,,104_02
西螺鎮,土地,吳厝段1270-1地號,1466.69,,特定農業區,農牧用地,1031231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2189085,1493.0,,0.0,0,,RPTNMLMJLHKFFCP78CA,0.0,0.0,0.0,,,104_02
虎尾鎮,土地,大屯段366地號,142.71,,鄉村區,乙種建築用地,1031231,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2590140,18150.0,,0.0,0,,RPRNMLOJKHKFFDP78CA,0.0,0.0,0.0,,,104_02
