鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1030709,土地1建物1車位2,八層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.49,2,2,2,有,無,5725000,36174,坡道平面,68.54,1820000,,RPXNMLOJKHKFFBH48CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1030619,土地1建物1車位1,九層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5125000,39409,坡道平面,34.27,900000,,RPPOMLOJKHKFFBH77CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1021216,土地1建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.21,2,2,2,有,無,5625000,41921,坡道平面,34.27,1100000,,RPQOMLOJKHKFFBH87CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1021225,土地1建物1車位1,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.21,2,2,2,有,無,6175000,43774,坡道平面,34.27,1450000,,RPROMLOJKHKFFBH97CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1030620,土地1建物1車位1,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.21,2,2,2,有,無,5065000,38586,坡道平面,34.27,900000,,RPSOMLOJKHKFFBH08CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1030125,土地1建物1車位1,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5600000,40575,坡道平面,34.27,1250000,,RPTOMLOJKHKFFBH18CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1021030,土地1建物1車位1,二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.21,2,2,2,有,無,6175000,46554,坡道平面,34.27,1150000,,RPUOMLOJKHKFFBH28CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1020929,土地1建物1車位2,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.49,2,2,2,有,無,6290000,33256,坡道平面,68.54,2700000,,RPVOMLOJKHKFFBH38CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1030207,土地1建物1車位1,十五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5575000,41274,坡道平面,34.27,1150000,,RPWOMLOJKHKFFBH48CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1030308,土地1建物1車位1,四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,4975000,38010,坡道平面,34.27,900000,,RPXOMLOJKHKFFBH58CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1021019,土地1建物1車位1,六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.21,2,2,2,有,無,5875000,43774,坡道平面,34.27,1150000,,RPPPMLOJKHKFFBH87CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1030220,土地1建物1車位1,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,142.21,2,2,2,有,無,5450000,38911,坡道平面,34.27,1250000,,RPQPMLOJKHKFFBH97CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.3,住,,,1021030,土地1建物1車位2,十二層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.49,2,2,2,有,無,6500000,40760,坡道平面,68.54,2100000,,RPRPMLOJKHKFFBH08CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1030416,土地1建物1車位1,十四層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5850000,42906,坡道平面,34.27,1250000,,RPSPMLOJKHKFFBH18CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1031028,土地1建物1車位1,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5025000,38476,坡道平面,34.27,900000,,RPUPMLOJKHKFFBH38CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1021206,土地1建物1車位1,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5620000,43093,坡道平面,34.27,1000000,,RPWPMLOJKHKFFBH58CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,30.32,住,,,1030523,土地1建物1車位2,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,238.08,3,2,2,有,無,8455000,39843,坡道平面,68.54,1700000,,RPXPMLOJKHKFFBH68CB,104_02
中壢區,房地(土地+建物)+車位,桃園市中壢區文智路136號後面,19.18,住,,,1030411,土地1建物1車位1,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.48,2,2,2,有,無,5195000,38662,坡道平面,34.27,1050000,,RPOQMLOJKHKFFBH87CB,104_02
