鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
蘇澳鎮,土地,新隆恩段4地號,2460.42,,特定農業區,甲種建築用地,1031002,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,27000000,10974.0,,0.0,0,,RPSOMLOJKHKFFAG77CA,0.0,0.0,0.0,,,104_02
羅東鎮,土地,東安段1153地號,22.8,住,,,1040116,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1378000,60439.0,,0.0,0,,RPWOMLOJKHKFFAG18CA,0.0,0.0,0.0,,,104_02
三星鄉,房地(土地+建物),宜蘭縣三星鄉上將路三段３３１巷１２號四樓,25.44,,特定農業區,甲種建築用地,1040113,土地2建物1車位0,四層,四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,840831.0,65.31,1,1,1,有,無,1600000,24499.0,,0.0,0,,RPPOMLNJKHKFFAG37CA,50.87,0.0,5.29,,,104_02
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉香和路１９４號,180.74,住,,,1031229,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,840606.0,408.1,3,2,2,有,無,5680000,13918.0,,0.0,0,,RPQNMLPJKHKFFAG57CA,385.51,10.52,12.07,,,104_02
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮西安街１７１號,107.21,,鄉村區,乙種建築用地,1031217,土地5建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1030922.0,207.03,4,2,6,有,無,11900000,57480.0,,0.0,0,,RPVQMLMKKHKFFAG18CA,191.58,0.0,15.45,,,104_02
三星鄉,土地,義富段589地號,4328.0,,特定農業區,農牧用地,1040123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14401000,3327.0,,0.0,0,,RPSNMLRKKHKFFAG08CA,0.0,0.0,0.0,,,104_02
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮南宜二路２２之４號,33.65,住,,,1031223,土地1建物1車位0,五層，夾層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820121.0,142.27,3,2,1,有,無,1573364,11059.0,,0.0,0,二親等間買賣,RPVNMLOLKHKFFAG18CA,119.6,0.0,15.14,,,104_02
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮愛國路１９０號,105.0,住,,,1040106,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,810819.0,230.89,6,2,3,有,無,16800000,72762.0,,0.0,0,受債權債務影響或債務抵償之交易。,RPWNMLOLKHKFFAG28CA,230.89,0.0,0.0,,,104_02
冬山鄉,土地,義成八段1060地號,3110.51,,特定農業區,甲種建築用地,1031216,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,50359310,16190.0,,0.0,0,權利人共2人，2筆土地現況為路地，移轉但不計價，增值稅額由權利人負擔。,RPPNMLRLLHKFFAG97CA,0.0,0.0,0.0,,,104_02
礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉瑪僯路35之3號,196.06,,特定農業區,甲種建築用地,1040122,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1031112.0,214.33,4,2,5,有,無,10300000,48057.0,,0.0,0,本案為建商自行簽約案件，私契日期:104.1.20 建地價格:4728100 農地價格:651900,RPRNMLNJKHKFFBG57CA,192.37,0.0,21.96,,,104_02
