鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_
北區,房地(土地+建物)+車位,臺南市北區海安路三段B4棟3樓,20.1,住,,,1031003,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.34,3,2,2,有,無,12780000,82282,坡道平面,34.39,1100000,,RPSOMLKKLHKFFAD47DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段B3棟6樓,21.44,住,,,1031023,土地1建物1車位1,六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.4,3,2,2,有,無,14210000,83930,坡道平面,34.39,1200000,,RPSPMLKKLHKFFAD57DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段B3棟8樓,21.44,住,,,1030830,土地1建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.4,3,2,2,有,無,14330000,84704,坡道平面,34.39,1200000,,RPTPMLKKLHKFFAD67DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段B3棟15樓,21.44,住,,,1031107,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.4,3,2,2,有,無,15240000,90575,坡道平面,34.39,1200000,,RPUPMLKKLHKFFAD77DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段A3棟24樓,21.44,住,,,1030819,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.4,3,2,2,有,無,16730000,99542,坡道平面,34.39,1300000,,RPVPMLKKLHKFFAD87DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段A2棟11樓,26.39,住,,,1030925,土地1建物1車位2,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,217.64,4,2,2,有,無,17920000,101699,坡道平面,64.05,2300000,,RPWPMLKKLHKFFAD97DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段A3棟9樓,23.8,住,,,1030816,土地1建物1車位2,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,189.4,3,2,2,有,無,15690000,111839,坡道平面,68.78,2200000,,RPXPMLKKLHKFFAD08DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段B2棟3樓,26.61,住,,,1030905,土地1建物1車位2,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,217.42,4,2,2,有,無,16750000,97888,坡道平面,68.78,2200000,,RPOQMLKKLHKFFAD27DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段A1棟10樓,27.5,住,,,1040202,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,248.81,4,2,3,有,無,19290000,84834,坡道平面,34.39,1100000,,RPPQMLKKLHKFFAD37DB,104_02
北區,房地(土地+建物)+車位,臺南市北區海安路三段A2棟16樓,24.25,住,,,1031010,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,217.64,4,2,2,有,無,17580000,89386,坡道平面,34.39,1200000,,RPQQMLKKLHKFFAD47DB,104_02
