鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積(平方公尺)_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_Unnamed: 28_level_1,附屬建物面積_Unnamed: 29_level_1,陽台面積_Unnamed: 30_level_1,電梯_Unnamed: 31_level_1,移轉編號_Unnamed: 32_level_1,來源資料夾_
屏東市,房地(土地+建物),屏東縣屏東巿建國路３７５巷１００弄２８之２號,88.0,,鄉村區,乙種建築用地,1040120,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,780922.0,102.74,3,2,2,有,無,3000000,29200.0,,0.0,0,,RPPPMLNJKHKFFAT78CA,99.0,3.74,0.0,,,104_02
屏東市,房地(土地+建物),屏東縣屏東巿徐州路１６４之１號五樓之四,9.19,住,,,1040120,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841030.0,38.35,1,1,1,有,無,800000,20860.0,,0.0,0,,RPRPMLNJKHKFFAT98CA,29.58,0.0,0.0,,,104_02
長治鄉,土地,榮華段1335-1地號,3047.94,,一般農業區,農牧用地,1031230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8000000,2625.0,,0.0,0,,RPSPMLNJKHKFFAT09CA,0.0,0.0,0.0,,,104_02
長治鄉,土地,榮華段1335-3地號,9395.79,,一般農業區,農牧用地,1031230,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,25880000,2754.0,,0.0,0,,RPTPMLNJKHKFFAT56CA,0.0,0.0,0.0,,,104_02
屏東市,房地(土地+建物),屏東縣屏東巿迪化街７５之８號,22.67,住,,,1040112,土地2建物1車位0,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820302.0,121.29,3,1,2,有,有,2080000,17149.0,,0.0,0,,RPWOMLNJKHKFFAT76CA,81.77,0.0,0.0,,,104_02
長治鄉,房地(土地+建物),屏東縣長治鄉中山路５２號之３,73.57,,鄉村區,乙種建築用地,1040120,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,700929.0,150.02,5,2,1,有,無,3800000,25330.0,,0.0,0,,RPPPMLPJKHKFFAT98CA,146.5,3.52,0.0,,,104_02
屏東市,房地(土地+建物),屏東縣屏東巿建興南路８９之１號,81.0,住,,,1040114,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,740823.0,162.64,3,2,3,有,無,5800000,35662.0,,0.0,0,,RPTOMLQJKHKFFAT76CA,159.15,3.49,0.0,,,104_02
屏東市,房地(土地+建物),屏東縣屏東巿古松西巷４７１號,154.14,住,,,1040113,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1020723.0,237.6,5,2,6,有,無,10640000,44781.0,,0.0,0,,RPQOMLRKKHKFFAT66CA,223.79,0.0,13.81,,,104_02
屏東市,土地,水源段二小段1276地號,94.0,住,,,1040123,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3550000,37766.0,,0.0,0,,RPPPMLPLKHKFFAT56CA,0.0,0.0,0.0,,,104_02
高樹鄉,土地,加蚋埔段521-2地號,2257.0,,一般農業區,農牧用地,1040120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100000,1817.0,,0.0,0,,RPSNMLQJKHKFFBT66CA,0.0,0.0,0.0,,,104_02
里港鄉,土地,塔樓段180地號,1807.0,,一般農業區,農牧用地,1040120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,1217.0,,0.0,0,瑕疵物件之交易。,RPROMLQJKHKFFBT66CA,0.0,0.0,0.0,,,104_02
高樹鄉,土地,舊寮段601-3地號,175.67,,一般農業區,農牧用地,1031230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,70000,398.0,,0.0,0,,RPRNMLTJKHKFFBT86CA,0.0,0.0,0.0,,,104_02
里港鄉,房地(土地+建物),屏東縣里港鄉鐵店路33之20,69.0,住,,,1040115,土地1建物1車位0,一層，二層，騎樓,二層,公寓(5樓含以下無電梯),住商用,加強磚造,670814.0,98.28,3,2,2,有,無,2000000,20350.0,,0.0,0,,RPUOMLOLKHKFFBT96CA,98.28,0.0,0.0,,,104_02
潮州鎮,土地,新五魁段1237地號,13.79,商,,,1040119,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,450000,32632.0,,0.0,0,,RPQNMLNJKHKFFCT88CA,0.0,0.0,0.0,,,104_02
內埔鄉,房地(土地+建物),屏東縣內埔鄉統嶺巷２６６號五樓之８,7.62,,一般農業區,甲種建築用地,1040123,土地1建物1車位0,五層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,881130.0,22.94,1,1,1,有,無,430000,18745.0,,0.0,0,,RPSNMLNJKHKFFCT09CA,15.84,0.0,0.0,,,104_02
萬巒鄉,土地,永慶段1248地號,3740.11,,一般農業區,農牧用地,1040107,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4100000,1096.0,,0.0,0,,RPUNMLNJKHKFFCT66CA,0.0,0.0,0.0,,,104_02
潮州鎮,房地(土地+建物),屏東縣潮州鎮杭州街５３之５號,76.41,住,,,1040109,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,761109.0,121.95,4,0,3,有,無,3000000,24600.0,,0.0,0,,RPXNMLOJKHKFFCT07CA,121.95,0.0,0.0,,,104_02
內埔鄉,土地,豐田段9-4地號,360.72,農,,,1040104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1630000,4519.0,,0.0,0,,RPVNMLLKKHKFFCT66CA,0.0,0.0,0.0,,,104_02
內埔鄉,土地,新埔段2458地號,2760.0,,特定農業區,農牧用地,1040102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5800000,2101.0,,0.0,0,,RPWNMLLKKHKFFCT76CA,0.0,0.0,0.0,,,104_02
