區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
南竿鄉,10,-3,-40,-29,-14,-4,0,-15,-3,-20,-19,-24
北竿鄉,-4,-8,-5,2,-2,2,-5,7,8,-3,-1,7
莒光鄉,7,-1,12,-2,5,7,14,18,20,20,2,4
東引鄉,1,-1,-6,0,-2,4,-9,3,-7,-3,7,0
總計,14,-13,-39,-29,-13,9,0,13,18,-6,-11,-13
