區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
南竿鄉,-17,-19,-5,-6,-13,-9,-4,6,21,-5,-4,-23
北竿鄉,-7,3,3,-6,-5,13,-16,8,1,-2,-1,-1
莒光鄉,3,6,-5,0,6,1,-1,-4,6,6,-4,-6
東引鄉,0,-5,10,-1,4,0,7,-4,-1,3,4,2
總計,-21,-15,3,-13,-8,5,-14,6,27,2,-5,-28
