區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
斗六市,175,48,113,48,50,34,143,40,58,48,20,39
斗南鎮,55,4,19,34,-6,36,15,-20,-12,20,15,-2
虎尾鎮,32,32,50,50,41,57,49,46,28,17,46,45
西螺鎮,59,32,62,-13,2,-25,-9,-17,9,26,27,38
土庫鎮,21,37,38,30,-10,22,9,0,-19,-4,-7,-3
北港鎮,15,-28,-7,11,-1,10,13,8,7,-36,-18,13
古坑鄉,13,4,-10,-2,19,-5,13,-1,-22,4,-6,-16
大埤鄉,-11,-3,-28,-8,10,-17,10,-9,-26,-6,-5,-15
莿桐鄉,13,15,-10,-7,-2,11,37,0,-10,1,-10,-6
林內鄉,-12,-40,11,65,21,-10,4,-29,-54,-45,-3,-24
二崙鄉,13,-12,-31,-12,-33,-12,22,-11,-22,-17,1,0
崙背鄉,15,-7,14,1,-7,15,-6,-20,-13,-3,-8,-19
麥寮鄉,28,-98,-60,-30,10,30,35,36,40,34,29,24
東勢鄉,9,-14,-27,-11,-7,-12,14,-11,-2,0,-6,-4
褒忠鄉,-23,-5,-4,-16,-29,-16,-2,-3,-11,0,-5,-7
臺西鄉,-26,-24,-12,12,-19,-6,-17,-14,-26,-6,-12,-23
元長鄉,-1,2,-17,15,-10,-11,22,0,-30,-1,4,-20
四湖鄉,-38,-46,-26,2,-41,-13,0,-10,-28,-27,-12,-23
口湖鄉,-20,-35,-43,-33,-38,-20,-15,-15,-37,-17,5,-23
水林鄉,-3,-51,-41,-13,28,1,0,-30,-8,-17,-8,-36
總計,314,-189,-9,123,-22,69,337,-60,-178,-29,47,-62
