區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
斗六市,-26,-57,-109,-156,3,62,49,66,71,76,87,80
斗南鎮,-17,-11,-71,-17,-18,45,33,12,-10,-7,48,99
虎尾鎮,-22,27,-49,-138,-4,-27,111,43,-4,-19,23,85
西螺鎮,-18,-54,-14,-25,16,4,-66,-21,15,-6,16,2
土庫鎮,-25,18,-43,-28,11,20,1,14,0,-10,-7,6
北港鎮,-53,-57,-44,-61,4,2,-22,-29,-22,-1,15,0
古坑鄉,-33,-8,15,2,17,-12,42,-38,-28,11,35,-1
大埤鄉,-16,-22,-32,-31,33,-9,10,22,4,5,0,-12
莿桐鄉,-22,9,-78,-63,-20,-8,-24,-1,-7,9,20,-7
林內鄉,-29,-20,-12,64,62,13,13,0,-34,-46,-32,-34
二崙鄉,-42,-24,-43,-50,-8,-11,-1,19,-1,-1,1,-20
崙背鄉,-21,-15,-42,-37,-19,-16,-8,-38,-13,-9,-6,11
麥寮鄉,11,-29,-4,-24,59,32,61,70,108,103,98,106
東勢鄉,-17,3,30,8,9,12,6,-2,-6,2,-22,-38
褒忠鄉,-27,1,4,19,9,13,4,11,-11,-14,12,-4
臺西鄉,-18,-9,-14,-15,-36,-2,5,-3,-26,-2,-8,-32
元長鄉,1,-11,-26,-45,3,-12,48,-4,-3,2,-15,-50
四湖鄉,0,1,-2,-6,35,10,30,-19,-1,-19,6,-24
口湖鄉,-21,-12,-20,-11,44,13,-7,-17,-41,-8,-21,-42
水林鄉,-12,-16,-28,-20,45,4,-8,-16,-31,3,-1,-19
總計,-407,-286,-582,-634,245,133,277,69,-40,69,249,106
