區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
斗六市,16,74,61,14,2,0,-13,-38,-26,-8,-9,-14
斗南鎮,-13,-14,21,1,-41,-32,-23,5,-39,-18,-15,-39
虎尾鎮,37,43,1,-6,22,21,56,81,23,12,4,56
西螺鎮,5,-28,7,7,-8,45,-55,-39,-21,-8,-26,-3
土庫鎮,32,9,-5,20,-1,-10,-28,-10,-1,-3,-11,-17
北港鎮,-4,-8,-20,-21,-15,19,-9,8,-19,-35,-29,-38
古坑鄉,-22,-19,-38,-12,-22,4,7,0,-34,-19,2,-5
大埤鄉,-3,-26,-32,-41,-24,12,3,-39,-12,7,-6,12
莿桐鄉,-10,-2,-20,-37,-11,4,21,-1,-24,-1,6,-3
林內鄉,-18,-10,-5,58,5,6,-40,-20,-14,-65,-28,-24
二崙鄉,-26,-13,-21,10,-35,0,-30,3,-50,7,-26,-25
崙背鄉,-17,-9,-5,-13,-32,-28,-6,-48,-19,-15,-29,-29
麥寮鄉,-44,-46,-31,1,29,25,22,85,111,131,40,72
東勢鄉,-3,-7,1,-8,-23,-27,-31,-16,-19,-11,-8,-20
褒忠鄉,1,-13,15,-29,-16,-20,1,-12,-9,-7,-17,-13
臺西鄉,-39,-19,-37,-24,-26,-1,-17,-16,-14,-3,-5,-8
元長鄉,-45,-38,-26,-31,-36,3,-5,-50,-4,-26,0,-11
四湖鄉,-54,-29,-31,-23,-25,-31,-25,-44,-32,-19,-31,-27
口湖鄉,-11,-31,-42,-38,-16,-21,-28,-2,-37,-16,-17,4
水林鄉,6,-24,-24,-16,-10,13,-6,-24,-9,-32,-27,-35
總計,-212,-210,-231,-188,-283,-18,-206,-177,-249,-129,-232,-167
