區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
斗六市,73,37,68,-2,-41,-25,7,72,-37,27,-22,-8
斗南鎮,-21,-21,0,20,-36,-45,-25,-4,-22,6,-6,9
虎尾鎮,34,13,-8,27,75,27,62,38,38,-9,17,15
西螺鎮,-66,-43,-2,-5,56,-1,-39,-23,5,-49,-2,-11
土庫鎮,-15,-4,-28,18,21,-4,-16,1,-33,-15,-16,-14
北港鎮,-31,-43,-41,6,-4,0,-47,-1,-52,-33,-23,-18
古坑鄉,-26,-5,20,27,6,24,-4,3,2,-6,-3,-7
大埤鄉,-11,-24,-2,-16,-14,-9,-2,-23,-1,14,-7,-6
莿桐鄉,11,14,-31,-50,-15,5,-23,-10,-24,43,-7,17
林內鄉,-39,-20,-18,99,56,-6,-5,-45,-21,-78,-20,-25
二崙鄉,-15,-32,-39,-21,0,-12,3,-38,-58,-18,-22,-17
崙背鄉,-43,-23,5,-2,-32,-10,-14,-11,-14,-15,4,-5
麥寮鄉,13,-31,-43,52,117,107,115,97,138,168,44,66
東勢鄉,-27,-10,-28,-41,-22,-8,-29,-19,-13,-7,-1,-17
褒忠鄉,-39,-9,16,-29,-11,-25,13,-36,-20,-7,8,-5
臺西鄉,-56,-39,-35,-31,-35,-27,16,-2,-28,2,-6,-16
元長鄉,-33,-4,-15,-38,-42,-39,-33,-9,-54,-9,-16,6
四湖鄉,-17,-22,-42,-19,-33,-4,-28,-18,-6,3,-9,-27
口湖鄉,-25,-35,-1,-33,-58,-3,-36,-33,-31,0,-24,16
水林鄉,-24,-26,-32,-47,-35,-31,24,-49,-26,-10,-14,1
總計,-357,-327,-256,-85,-47,-86,-61,-110,-257,7,-125,-46
