區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
斗六市,69,26,53,-11,-1,53,-11,37,-1,-30,-8,-11
斗南鎮,5,21,-16,4,-5,5,-32,-17,-35,-29,-12,9
虎尾鎮,-5,63,68,19,46,22,41,-5,18,-33,-16,-31
西螺鎮,-21,-21,-17,-1,-39,4,-17,-60,-21,-36,17,3
土庫鎮,-5,-31,-5,-5,4,-42,-39,-9,-5,7,-25,-23
北港鎮,-27,-32,9,20,-13,-7,-52,5,-13,-50,-6,-39
古坑鄉,-8,-16,-1,-27,-33,-27,-7,22,-24,33,-18,-10
大埤鄉,-14,-4,-14,-5,-8,-13,-1,11,-20,-6,-1,-12
莿桐鄉,15,-5,-18,-30,-10,-10,-6,-44,7,9,12,-7
林內鄉,-29,-37,-38,65,38,15,-24,-14,-2,-59,-27,-25
二崙鄉,-28,-22,-15,-11,15,4,-9,-25,12,-13,-24,11
崙背鄉,-9,-25,-34,-12,-14,-30,-7,-25,-40,-15,-35,-17
麥寮鄉,-22,-4,6,-38,36,40,30,55,129,91,56,41
東勢鄉,1,-27,-24,5,-18,3,2,-6,-12,-1,-8,1
褒忠鄉,-6,2,-14,-1,-12,-9,-4,3,-23,-4,4,9
臺西鄉,-12,-18,-6,-12,-30,38,-14,-10,-7,14,-2,10
元長鄉,-9,-11,-21,-13,5,-19,-15,-20,-23,9,-33,-4
四湖鄉,-14,-25,-34,-32,-25,10,-28,-39,-11,-1,-25,-13
口湖鄉,4,-40,-33,-13,-24,-17,-17,-30,-25,-11,-9,-15
水林鄉,-30,-37,-18,-33,-37,-15,4,27,-12,-6,-21,-5
總計,-145,-243,-172,-131,-125,5,-206,-144,-108,-131,-181,-128
