區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
鹽埕區,-25,5,-59,-21,-6,-23,-50,-31,-35,17,-14,2
鼓山區,17,74,23,72,109,104,179,236,136,127,85,88
左營區,79,30,153,-13,27,74,20,49,-66,20,-14,72
楠梓區,126,178,111,27,148,173,138,102,185,61,40,150
三民區,-216,-77,-70,-159,-231,-30,-174,-269,-98,-143,-66,-36
新興區,9,-61,14,-20,-11,-9,-28,-128,-54,-59,5,4
前金區,2,1,-24,16,-65,-29,-33,-21,-25,7,24,-11
苓雅區,-78,-76,-194,-58,-177,23,-200,-150,-253,-86,-108,-96
前鎮區,-109,-137,-131,-66,-106,-63,-141,-78,-97,-152,-53,-77
旗津區,-13,-28,-38,-9,-18,36,33,-15,1,17,-13,-38
小港區,-49,59,13,-61,41,45,52,-10,78,66,111,68
鳳山區,117,211,88,130,34,-15,246,40,48,-104,103,7
林園區,7,-13,-19,-15,-14,-56,-11,2,-47,-11,-34,14
大寮區,37,38,48,62,-12,49,101,27,78,57,54,82
大樹區,14,-1,18,31,-31,3,-42,25,-1,-6,-8,-32
大社區,11,-6,43,2,-18,11,-6,14,-16,-11,15,-6
仁武區,54,87,54,100,114,93,158,199,120,76,63,26
鳥松區,-35,-29,76,-23,53,40,-16,71,71,-2,10,8
岡山區,22,0,-17,28,-47,-5,-32,-60,-80,-27,-45,57
橋頭區,14,28,8,-29,-3,8,46,54,23,21,5,-2
燕巢區,-37,-10,-10,-5,-4,25,8,9,27,-2,-3,2
田寮區,-13,-13,-3,-6,-1,4,4,-7,-9,3,-11,2
阿蓮區,-19,-20,-13,7,-21,-18,-27,-14,-4,-12,-23,-8
路竹區,48,-2,37,-2,-15,-9,6,-29,-36,-23,-24,17
湖內區,-19,-18,15,28,38,13,0,42,34,30,73,10
茄萣區,-39,-26,-31,-10,34,11,14,9,9,-20,-7,12
永安區,-40,-4,-25,-14,-1,-29,-3,-13,-17,-5,-1,-9
彌陀區,4,2,-13,11,-7,15,16,-7,-27,-38,-5,-13
梓官區,-8,-36,-27,4,-3,-64,-4,3,-3,34,-11,-12
旗山區,9,-34,-1,-5,-45,-5,-37,-30,-5,-15,-39,9
美濃區,-15,12,0,-24,-8,-3,-17,-14,-40,12,-4,-6
六龜區,-21,-1,-4,-13,0,2,-18,-24,-10,-13,2,-10
甲仙區,-31,2,-2,11,-4,2,-11,-13,16,-4,4,3
杉林區,5,-17,2,-4,-14,3,5,-6,-12,-10,-21,-6
內門區,-9,-14,-28,-17,-11,11,-3,-14,-5,2,0,-8
茂林區,2,-3,5,-2,-2,3,4,-6,-5,-2,-6,-2
桃源區,-5,-6,-6,-2,-3,8,-9,1,3,-1,-9,7
那瑪夏區,-2,0,-3,-7,-1,-1,-5,-4,-4,-2,-2,-4
總計,-206,95,-10,-56,-281,397,163,-60,-120,-198,73,264
