區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
鹽埕區,-42,-83,-62,-127,-4,16,18,-2,-14,38,4,9
鼓山區,-183,-158,-437,-580,-90,33,126,49,7,147,221,328
左營區,-212,-353,-519,-504,-79,-22,57,67,184,117,330,367
楠梓區,-46,-129,-239,-161,117,230,276,294,299,106,180,291
三民區,-348,-533,-875,-705,-111,-66,79,107,-104,117,231,566
新興區,-91,-223,-179,-132,4,1,45,68,50,46,179,223
前金區,-34,-57,-153,-17,111,35,70,93,80,21,106,134
苓雅區,-224,-323,-383,-462,-500,13,-4,38,-5,175,223,341
前鎮區,-258,-329,-527,-471,-88,-72,-85,-123,-107,56,134,225
旗津區,-49,-53,-54,-30,-9,-31,-24,2,-28,-10,-12,-42
小港區,-153,-160,-273,-392,-45,-66,-51,-57,10,100,67,93
鳳山區,-349,-277,-490,-476,-405,-40,18,71,15,172,252,269
林園區,-1,-55,-114,-95,19,44,37,19,-7,3,7,-23
大寮區,-48,-64,-130,-124,29,27,31,6,25,60,77,120
大樹區,-31,-94,-66,-59,-24,-25,-26,4,4,16,31,21
大社區,-6,-46,-115,-80,14,-41,5,-14,-8,21,-15,31
仁武區,215,69,61,9,139,196,151,92,156,66,145,118
鳥松區,-50,-71,-162,-183,-35,73,32,20,23,76,44,109
岡山區,-104,-140,-236,-163,-57,36,19,15,19,75,84,163
橋頭區,23,-16,8,-6,53,31,31,52,66,74,69,116
燕巢區,8,-31,-38,-64,-13,-4,8,4,12,-10,6,24
田寮區,-18,0,9,-5,6,-9,2,-4,-2,-4,-6,-12
阿蓮區,-6,-30,-92,-27,-17,-11,2,-34,-28,-5,-6,29
路竹區,-43,-71,-109,-77,-12,-11,-58,-2,-68,-17,27,-8
湖內區,4,-2,-46,-21,-30,-8,26,9,8,9,11,50
茄萣區,-18,-33,-48,-35,7,7,0,-9,-11,-4,16,7
永安區,4,10,12,3,27,31,17,16,16,3,10,33
彌陀區,1,-16,-26,-35,-1,5,-2,8,14,-6,-25,11
梓官區,-17,-32,-28,-58,-4,7,-6,-33,-20,6,8,41
旗山區,-13,-46,-48,-60,16,-33,13,-35,-29,20,20,32
美濃區,-53,-23,-44,-50,-16,6,19,-21,-7,9,1,24
六龜區,-1,-22,-25,-7,-6,-4,7,-13,-3,-3,4,2
甲仙區,-12,-4,-9,-4,-9,-3,-13,-7,-4,1,-3,1
杉林區,-26,8,-23,-2,-2,3,-10,4,-2,-12,-8,4
內門區,-21,8,-17,-17,5,12,-8,-17,-10,8,-16,-19
茂林區,-1,9,7,6,3,13,14,-5,6,2,2,-10
桃源區,5,4,15,9,13,11,8,-8,1,3,-1,7
那瑪夏區,3,3,-2,16,-2,7,23,-3,-4,-2,-3,6
總計,"-2,195","-3,363","-5,457","-5,186",-996,391,847,651,534,"1,474","2,394","3,681"
