區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
鹽埕區,40,0,8,-22,-37,-22,-11,-2,-33,15,6,-11
鼓山區,112,100,15,76,119,53,129,68,127,13,6,125
左營區,159,181,45,-81,24,173,54,88,40,29,109,116
楠梓區,40,65,150,172,186,118,142,214,205,-70,30,83
三民區,-19,-24,111,112,-173,18,41,-178,-293,-52,-134,-30
新興區,53,17,19,-31,36,3,7,-2,101,42,52,7
前金區,21,45,23,11,-1,35,-10,-8,-13,32,96,64
苓雅區,91,114,141,91,122,46,-19,-25,-91,-155,41,21
前鎮區,-98,4,-9,-97,-32,-29,-102,-49,-90,-8,-47,-38
旗津區,-39,-29,-32,-15,-42,-36,-38,-20,-59,-51,-37,-53
小港區,66,-48,-42,30,-4,-64,-66,4,-104,-68,-4,-81
鳳山區,-11,-102,-39,-119,-26,-63,39,-34,-79,6,-12,-63
林園區,-13,-5,-6,19,12,-32,-4,-16,-4,0,24,2
大寮區,70,36,27,-5,-18,14,55,71,141,65,46,69
大樹區,34,-8,47,3,-2,-17,-32,-12,-62,-28,22,19
大社區,-28,-4,30,2,45,-24,33,40,-2,41,-11,27
仁武區,134,129,54,114,48,57,212,194,296,104,64,84
鳥松區,52,-15,-11,-21,13,36,-23,-28,-18,39,2,-31
岡山區,-1,44,-4,6,-51,-2,-26,-31,19,-1,-10,7
橋頭區,99,129,75,64,93,31,68,113,71,75,94,101
燕巢區,-9,-34,8,-10,-2,19,-19,1,-3,14,25,9
田寮區,-1,-6,-23,0,-4,0,-8,-22,-31,3,-4,-8
阿蓮區,-17,4,-22,-12,-33,-14,-6,-18,-24,-18,-11,1
路竹區,-33,-18,6,-24,-37,-48,-36,-53,-42,-42,-29,-37
湖內區,9,24,-31,23,1,24,-21,-1,-25,9,15,-4
茄萣區,-19,-11,-5,-13,-18,-3,-20,-28,-2,2,-23,-15
永安區,0,-7,-13,0,9,4,9,17,-7,-9,-8,-22
彌陀區,-10,-11,-11,6,7,-18,1,-1,-33,-10,-7,-23
梓官區,31,-3,-4,9,-14,18,61,26,42,-21,18,10
旗山區,-7,-1,-13,-6,-37,-12,-13,-52,2,-5,12,-5
美濃區,-20,4,-7,8,-20,-23,18,-10,-13,22,1,23
六龜區,-4,2,-15,1,-10,-9,3,20,2,-3,-13,-3
甲仙區,-12,-7,-20,0,-4,1,-9,-15,-6,-10,2,-4
杉林區,-4,-16,-12,-7,-8,-14,-1,-13,-5,-2,-17,3
內門區,-8,-21,-27,-19,-13,-5,0,-2,-29,-10,-5,3
茂林區,-3,-3,-6,-3,-1,-6,-2,1,0,-4,-1,-4
桃源區,0,0,-9,-12,5,5,7,-8,-2,1,-7,-7
那瑪夏區,1,-4,0,-5,4,-1,-7,-8,-16,-2,9,0
總計,656,521,398,245,137,213,406,221,-40,-57,294,335
