區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
鹽埕區,29,-21,-8,-46,-48,-23,-43,-42,-50,-33,11,9
鼓山區,58,134,89,-40,4,108,195,26,35,31,26,42
左營區,108,28,81,-51,44,18,-26,-153,54,73,35,46
楠梓區,115,63,35,186,83,133,25,104,167,-2,77,67
三民區,-56,-112,-15,-128,-255,-65,-298,-300,-258,-128,-114,-269
新興區,13,-14,-58,-26,-50,-48,-98,-78,-45,-27,-39,15
前金區,-91,-1,-60,-19,7,-45,-37,-17,-3,-35,-50,-6
苓雅區,-63,-54,-193,-116,-175,-114,-109,-53,-107,-7,-86,-76
前鎮區,-122,-133,-86,-76,-155,18,-164,-126,-108,-144,-77,-105
旗津區,-59,14,-58,-2,-5,-22,-52,18,85,22,51,-1
小港區,21,-44,-124,-41,22,-64,-136,-35,-18,28,8,57
鳳山區,247,253,184,42,152,166,-42,-81,75,48,-33,163
林園區,-3,-4,-10,4,-19,-7,-12,-45,-38,10,11,36
大寮區,31,40,72,58,63,74,100,37,-35,-76,40,47
大樹區,54,16,-29,8,-29,-26,9,-6,-25,-1,19,5
大社區,-11,3,-3,0,-4,13,47,8,1,2,21,6
仁武區,40,40,7,116,113,105,162,179,107,163,98,78
鳥松區,72,-8,-65,40,36,-42,21,17,-7,38,34,0
岡山區,16,13,-16,-18,5,-45,-10,6,-14,48,-25,15
橋頭區,18,7,66,13,2,11,49,11,-21,-33,-21,35
燕巢區,-40,12,-32,-23,12,-16,-17,7,-7,-23,-15,-25
田寮區,-23,-18,1,-16,-2,-28,-8,1,0,-12,-7,-10
阿蓮區,-5,-17,-28,-4,-21,-20,-44,-10,-16,9,-1,-28
路竹區,0,-4,-29,2,13,17,-22,1,-27,30,-8,-5
湖內區,25,7,29,31,63,-13,14,18,38,-4,5,-3
茄萣區,-37,-16,-35,-38,-13,14,40,19,-19,22,-3,-9
永安區,-36,-6,-26,-2,6,1,7,14,-7,5,8,0
彌陀區,-23,-8,-21,-24,-14,-23,-4,-21,-16,-8,-8,1
梓官區,26,51,-35,-10,7,2,13,-8,-17,-6,8,4
旗山區,-4,-13,-25,-12,4,-12,-56,18,1,-36,-7,-2
美濃區,-44,-18,16,4,0,-13,-41,-4,-9,-13,-11,-7
六龜區,-4,10,-18,-8,-27,0,-9,-14,-7,3,-18,0
甲仙區,3,-10,-26,-9,-16,1,5,-4,-16,-4,-1,10
杉林區,1,-3,-2,-23,11,-8,-6,5,0,-2,4,-11
內門區,-15,-20,6,-19,-5,-18,11,-10,-14,-3,-2,-20
茂林區,-6,-8,-9,-5,1,1,-6,0,1,1,-3,6
桃源區,-17,-5,1,-13,-10,-6,-2,-15,0,-6,4,2
那瑪夏區,-9,-10,-11,-2,-11,-4,-6,-10,-8,-2,1,-1
總計,209,144,-435,-267,-211,20,-550,-543,-328,-72,-68,66
