區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
鹽埕區,42,-26,12,-16,-19,-9,-72,-47,-3,-33,-15,3
鼓山區,164,59,-33,99,67,78,-69,74,22,29,-41,7
左營區,155,48,141,-20,-11,-42,-138,-141,-94,-96,-113,-18
楠梓區,209,128,203,147,116,-5,16,57,32,3,62,72
三民區,294,-111,-172,-269,-219,-426,-205,-183,-266,-270,-161,-188
新興區,36,-12,31,-41,-61,-50,24,-28,-113,-26,-27,-52
前金區,49,22,33,-40,11,-54,43,-37,-72,6,3,-71
苓雅區,69,-80,54,-121,21,-177,-181,-67,-255,-61,-122,-127
前鎮區,91,-50,-78,-25,-132,-122,-66,-236,-211,-126,-107,-140
旗津區,-51,-14,-8,11,-28,-46,-38,-8,-7,-29,-49,-16
小港區,100,51,-142,-66,-50,-74,-108,-63,-74,-6,-41,-82
鳳山區,264,-12,39,42,40,-99,-101,-158,-217,-84,-125,-67
林園區,-8,6,-5,51,11,-6,-38,-39,-34,30,8,-13
大寮區,61,18,53,-13,14,48,10,-17,-25,-33,36,-64
大樹區,-38,26,-47,-9,-38,-15,-24,-7,-24,-25,11,-43
大社區,26,8,-39,-17,-11,-20,-7,18,5,-18,13,-25
仁武區,184,112,144,46,102,323,183,295,188,124,186,101
鳥松區,-27,55,16,15,-8,-21,54,-59,19,22,-21,-55
岡山區,46,12,-3,-19,-7,-5,-30,-72,-87,-6,-47,21
橋頭區,81,74,77,46,56,36,69,80,65,76,29,44
燕巢區,4,-3,39,19,-27,-14,-18,-22,-16,-22,2,-5
田寮區,-3,-3,5,-4,-5,-15,4,0,-7,-6,2,-5
阿蓮區,25,-24,-13,-13,-8,-27,-21,-36,-24,7,3,-23
路竹區,14,-21,6,-48,-26,-12,-48,-86,-50,-38,-24,-47
湖內區,36,25,15,-1,36,3,38,25,27,-2,7,-18
茄萣區,30,23,6,-17,1,21,-2,-24,-14,5,6,-10
永安區,-18,-41,-5,3,7,12,-5,5,-10,-6,1,-21
彌陀區,-14,-23,-9,-6,-6,-3,-20,-31,5,8,2,0
梓官區,6,32,-36,-29,-6,-19,-18,1,-32,0,-9,-53
旗山區,5,-2,-15,-48,-24,-32,-5,-75,-68,-1,-19,-13
美濃區,50,29,-3,-12,-8,-17,-19,-36,-32,-8,-17,-24
六龜區,-10,-21,-28,-3,2,-28,-3,-19,-9,-9,5,1
甲仙區,-16,3,-4,4,0,5,-4,5,-4,1,-4,-14
杉林區,-10,16,-28,-10,-2,-15,-8,-2,-3,0,7,-9
內門區,7,-22,-19,-3,-10,10,2,-34,8,-8,-20,-10
茂林區,-2,2,-5,0,-5,-9,0,-8,-1,0,-3,-1
桃源區,-6,-18,-8,-5,-6,-9,-4,9,2,2,-4,-1
那瑪夏區,-2,-2,-10,2,-9,2,1,4,-6,-2,1,-1
總計,"1,843",264,164,-370,-242,-833,-808,-962,"-1,385",-602,-585,-967
