區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
鹽埕區,26,7,-25,23,26,-2,-11,-44,-14,2,2,-29
鼓山區,48,93,169,40,-3,84,66,-24,87,92,115,81
左營區,-55,-1,52,-92,-100,-74,-59,-13,47,30,16,84
楠梓區,163,39,147,96,83,59,238,198,178,128,81,193
三民區,-65,-161,-291,-248,-300,-157,-248,-193,-157,-204,-118,-206
新興區,51,-41,-6,-3,-63,48,35,-41,-54,3,37,89
前金區,-31,-7,-6,13,-22,-29,-45,-28,-19,1,47,71
苓雅區,-115,-54,37,-63,-174,-67,-77,-94,-148,-86,-102,-66
前鎮區,-171,-79,-114,-71,-136,-120,-85,-94,-122,-66,-77,-102
旗津區,-26,-1,-25,-9,-15,-40,-45,-45,2,13,-2,-25
小港區,83,-15,-56,-15,-47,-21,26,4,32,56,-20,11
鳳山區,-36,-61,34,-110,-37,51,-29,-78,-99,44,85,220
林園區,14,17,-9,48,-62,-2,-30,-59,-19,-57,29,5
大寮區,23,9,1,-7,7,-43,11,32,19,-40,-7,47
大樹區,44,5,-69,-2,-15,-18,-36,-53,-17,-21,-2,-6
大社區,42,61,-24,9,-8,8,-15,-9,-25,-4,-7,6
仁武區,92,30,150,132,129,137,167,246,188,3,102,105
鳥松區,36,33,-27,-88,16,22,12,55,42,14,47,31
岡山區,14,-15,-27,-52,-77,-10,-75,-72,13,34,-12,-1
橋頭區,40,13,-34,38,-4,9,-2,53,25,1,16,-15
燕巢區,-27,12,37,-42,-7,-17,3,5,-4,27,-8,39
田寮區,-1,6,0,-5,13,15,14,0,-7,-1,-7,-11
阿蓮區,-11,-21,-23,-14,5,-4,-6,-14,-27,9,-21,2
路竹區,-31,-42,-26,-21,-15,14,-22,7,-55,9,-7,-29
湖內區,4,-7,45,-1,28,-27,-20,12,29,-21,-17,9
茄萣區,-29,-7,-46,11,1,7,-4,-14,-4,6,12,17
永安區,-18,-20,-24,-4,-5,2,-2,-27,-7,-15,3,-4
彌陀區,-18,-6,-13,-1,-1,-7,-8,18,-7,-7,4,-10
梓官區,-31,-8,-21,-26,-60,-26,53,30,-31,-29,-5,34
旗山區,33,-8,-24,-16,4,13,-13,-5,-23,0,-28,19
美濃區,-3,-5,10,-1,-40,-21,-8,-25,-7,9,14,-27
六龜區,-4,0,-12,22,17,38,9,-10,-4,4,-5,-33
甲仙區,-6,-8,-3,16,-2,16,9,-11,-4,-8,-7,-10
杉林區,-38,1,8,-11,-14,-12,-23,-10,-1,0,-2,-14
內門區,5,-6,9,21,-5,18,-1,-27,4,-9,10,-14
茂林區,6,4,11,22,14,7,11,-4,-3,0,-2,-2
桃源區,11,18,16,22,4,-8,6,-5,-1,-2,0,-1
那瑪夏區,0,5,7,-2,-1,3,8,-12,-1,2,2,-6
總計,19,-220,-172,-391,-866,-154,-196,-351,-194,-83,166,452
