鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-06F,23.45,住,,,1070713,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,174.07,3,2,2,有,無,12080000,77238,坡道平面,39.68,1700000,,RPVOMLMKKHOFFAH58CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-09F,23.45,住,,,1070829,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.16,3,2,2,有,無,12200000,78131,坡道平面,40.77,1700000,,RPWOMLMKKHOFFAH68CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-10F,23.45,住,,,1070310,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.16,3,2,2,有,無,12450000,79247,坡道平面,40.77,1800000,,RPXOMLMKKHOFFAH78CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號S1,15.55,住,,,1061217,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,,116.78,0,0,1,有,無,11750000,130999,坡道平面,39.68,1650000,,RPOPMLMKKHOFFAH97CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號S2,15.36,住,,,1061217,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,,116.92,0,0,1,有,無,11750000,131976,坡道平面,40.77,1700000,,RPPPMLMKKHOFFAH08CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號S3,10.72,住,,,1070527,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,,93.49,0,0,1,有,無,8690000,132587,坡道平面,40.77,1700000,,RPQPMLMKKHOFFAH18CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-07F,23.45,住,,,1070530,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.16,3,2,2,有,無,11730000,75006,坡道平面,40.77,1650000,,RPRPMLMKKHOFFAH28CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-08F,23.45,住,,,1061216,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.16,3,2,2,有,無,12150000,77387,坡道平面,40.77,1750000,,RPSPMLMKKHOFFAH38CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-05F,23.67,住,,,1070725,土地1建物1車位2,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.93,3,2,2,有,無,13100000,75899,坡道平面,81.54,2900000,,RPTPMLMKKHOFFAH48CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-12F,23.45,住,,,1070707,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.16,3,2,2,有,無,12080000,77610,坡道平面,40.77,1650000,,RPUPMLMKKHOFFAH58CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號S7,12.76,住,,,1061217,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,,102.84,0,0,1,有,無,10100000,132996,坡道平面,39.68,1700000,,RPVPMLMKKHOFFAH68CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號S5,12.56,住,,,1070103,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,,102.85,0,0,1,有,無,9960000,132249,坡道平面,40.77,1750000,,RPWPMLMKKHOFFAH78CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號S8,13.8,住,,,1070414,土地1建物1車位1,一層,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,,109.07,0,0,1,有,無,12060000,150952,坡道平面,40.77,1750000,,RPXPMLMKKHOFFAH88CB,合展好市,,108_02
桃園區,房地(土地+建物)+車位,桃園市桃園區中路二段69地號A1-13F,23.45,住,,,1070528,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,175.16,3,2,2,有,無,12000000,76643,坡道平面,40.77,1700000,,RPOQMLMKKHOFFAH08CB,合展好市,,108_02
