鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉新化街,17.32,住,,,1100811,土地3建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.78,2,2,1,有,無,3580000,58893.0,升降機械,5.18,600000,,RPPNMLMKQHGGFDJ38DB,曜嘉初見,A棟C號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬段637地號,25.48,住,,,1100814,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.3,3,2,2,有,無,21680000,144379.0,坡道平面,32.07,2300000,,RPPNMLOKQHGGFBJ38DB,富宇御琚,B2棟3號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬段637地號,25.07,住,,,1100814,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.84,3,2,2,有,無,21800000,147985.0,坡道平面,32.07,2300000,,RPQNMLOKQHGGFBJ48DB,富宇御琚,A1棟2號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬段637地號,17.97,住,,,1100814,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,126.98,2,2,2,有,無,15390000,142135.0,坡道平面,32.07,1900000,,RPRNMLOKQHGGFBJ58DB,富宇御琚,B5棟3號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬段637地號,22.75,住,,,1100814,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.9,3,2,2,有,無,19580000,144204.0,坡道平面,32.07,2300000,,RPSNMLOKQHGGFBJ68DB,富宇御琚,B3棟3號,110_01
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉德興路D3,114.08,,特定農業區,甲種建築用地,1100812,土地2建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,172.06,4,2,4,有,無,8800000,51145.0,坡道平面,0.0,0,,RPPNMLSKQHGGFDJ98DB,城心,D棟3號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市大學段520地號,11.28,商,,,1100811,土地1建物1車位1,十八層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,138.24,2,2,1,有,無,16130000,133659.0,坡道平面,25.79,1100000,,RPVOMLSKQHGGFBJ76CB,豐采520,A棟A16-18F號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市大學段520地號,11.28,商,,,1100813,土地1建物1車位1,二十七層,32,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,138.02,2,2,1,有,無,16480000,137851.0,坡道平面,26.45,1100000,,RPWOMLSKQHGGFBJ86CB,豐采520,A棟A8-27F號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市站後段786地號,18.97,商,,,1100811,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,143.1,3,2,2,有,無,15550000,115824.0,坡道機械,20.5,1350000,,RPVNMLNLQHGGFBJ88CB,金鋐微鈊,A2棟7號,110_01
湖口鄉,房地(土地+建物),新竹縣湖口鄉中義段104-20地號,81.16,住,,,1100815,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,195.04,3,2,2,有,無,12100000,62039.0,,0.0,0,,RPWOMLNLQHGGFDJ66CB,幸福首席,B棟3號,110_01
新豐鄉,房地(土地+建物),新竹縣新豐鄉坪頂段940-6地號,66.63,,鄉村區,乙種建築用地,1100821,土地3建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,180.84,4,2,4,有,無,11850000,65528.0,,0.0,0,,RPQQMLNLQHGGFDJ88CB,森晴1,C棟10號,110_01
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉明新六街坪頂段1055地號,22.13,住,,,1100815,土地1建物1車位1,八層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,125.64,2,2,2,有,無,8300000,68405.0,坡道平面,24.77,1400000,,RPTNMLOLQHGGFDJ98CB,明星公園,A棟1-8F號,110_01
新豐鄉,房地(土地+建物)+車位,新竹縣新豐鄉明新六街坪頂段1055地號,16.09,住,,,1100813,土地1建物1車位1,六層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,97.92,2,1,1,有,無,6710000,72591.0,坡道平面,24.77,1400000,,RPUNMLOLQHGGFDJ09CB,明星公園,B棟2-6F號,110_01
湖口鄉,房地(土地+建物),新竹縣湖口鄉中義段104-17地號,78.09,住,,,1100823,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,195.04,3,2,2,有,無,12338000,63259.0,,0.0,0,,RPRPMLOLQHGGFDJ98CB,幸福首席,B棟6號,110_01
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮敦睦街2巷旁,40.05,住,,,1100812,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,186.37,3,2,2,有,無,10680000,66461.0,坡道平面,62.99,2480000,,RPSOMLPLQHGGFCJ98CB,恆顧長春首席,K棟4號,110_01
新豐鄉,房地(土地+建物),新竹縣新豐鄉新豐段159-1地號、紅毛段159地號,74.97,,特定農業區,甲種建築用地,1100820,土地6建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,140.69,3,2,3,有,無,7800000,55441.0,,0.0,0,,RPPNMLQLQHGGFDJ78CB,墅星星,H1棟0號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路與縣政十一街,27.39,住,,,1100813,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.02,3,2,2,有,無,17760000,127011.0,坡道平面,28.0,1500000,,RPPOMLQLQHGGFBJ68CB,利豐御邸,E棟4號,110_01
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1539地號、1542地號、1540-1地號,74.13,,鄉村區,乙種建築用地,1100823,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,197.39,4,2,4,有,無,16150000,81818.0,,0.0,0,,RPPNMLRLQHGGFBJ68CB,恆顧 禾恬寓,A棟11號,110_01
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1718地號,90.89,,鄉村區,乙種建築用地,1100823,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,210.98,4,2,4,有,無,18150000,86027.0,,0.0,0,,RPQNMLRLQHGGFBJ78CB,昌禾 大墅謙禾,A棟39號,110_01
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉光華段347號,24.8,住,,,1100812,土地1建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,111.09,2,2,1,有,無,5500000,51175.0,坡道平面,25.11,1100000,,RPSNMLRLQHGGFDJ56CB,金鉐KING,B3棟0號,110_01
湖口鄉,房地(土地+建物),新竹縣湖口鄉信興路,26.39,,特定農業區,甲種建築用地,1100828,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.97,2,2,2,有,無,4470000,46577.0,,0.0,0,,RPPNMLSLQHGGFDJ98CB,亞悅晴空,2棟7C號,110_01
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街福田段199地號,16.8,商,,,1100818,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.71,3,2,2,有,無,9100000,66153.0,坡道機械,31.22,600000,,RPPNMLTLQHGGFBJ88CB,市政首璽,B棟1-6F號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市新光二街,27.39,住,,,1100814,土地1建物1車位1,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.97,2,2,1,有,無,11000000,137216.0,一樓平面,25.38,2000000,,RPVPMLKMQHGGFBJ88CB,力天品學,B棟8號,110_01
湖口鄉,房地(土地+建物),新竹縣湖口鄉信昌七街,61.02,,鄉村區,乙種建築用地,1100823,土地2建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,166.62,4,2,4,有,無,9080000,54495.0,,0.0,0,,RPPNMLKMQHGGFDJ38DB,成欣樂樂,A棟3號,110_01
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉光華段347號,35.85,住,,,1100821,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.33,3,2,2,有,無,7500000,53236.0,坡道平面,25.11,1100000,,RPWNMLLMQHGGFDJ09CB,金鉐KING,A2棟0號,110_01
關西鎮,房地(土地+建物)+車位,新竹縣關西鎮東安段434-18地號,62.53,住,,,1100828,土地1建物1車位1,全,4,透天厝,住家用,鋼筋混凝土造,,228.53,4,2,2,有,無,10680000,46733.0,坡道平面,0.0,0,,RPPNMLLMQHGGFBJ18CB,藏山,E棟0號,110_01
關西鎮,房地(土地+建物)+車位,新竹縣關西鎮正義段254地號,25.09,住,,,1100830,土地1建物1車位1,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.38,2,2,2,有,無,5930000,54487.0,坡道平面,26.9,1000000,,RPUNMLLMQHGGFBJ68CB,上德樂居,B棟3號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路與縣政十一街,35.17,住,,,1100831,土地2建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,232.38,4,2,2,有,無,24880000,128848.0,坡道平面,68.0,3700000,,RPQVMLLJRHGGFBJ88CB,利豐御邸,A棟10號,110_01
竹北市,房地(土地+建物)+車位,新竹縣竹北市光明六路與縣政十一街,27.39,住,,,1100831,土地2建物1車位2,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,196.02,3,2,2,有,無,20000000,128886.0,坡道平面,68.0,3500000,,RPSONLLJRHGGFBJ48CB,利豐御邸,G棟10號,110_01
