鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
花蓮市,房地(土地+建物),花蓮縣花蓮市林政街19巷18號4F-1,20.13,住,,,1100123,土地1建物1車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,,54.0,1,0,1,有,無,3740000,69259,,0.0,0,,RPUNMLOKMHGGFAU86DB,國風國中旁全新大套房,,110_02
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉東海五街五樓F戶,30.29,住,,,1100313,土地4建物1車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.88,2,1,2,有,無,7530000,69461,一樓平面,22.87,1000000,,RPTNMLRKNHGGFAU07CB,羅馬一品,,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市四維段296地號B6,1901.59,農,,,1100507,土地2建物1車位0,見其他登記事項,3,其他,住家用,鋼筋混凝土造,,195.24,4,2,6,有,無,12600000,64536,,0.0,0,,RPVNMLKLNHGGFAU66CB,以樂家園6,,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市四維段296地號A2,1901.59,農,,,1100506,土地2建物1車位0,見其他登記事項,3,其他,住家用,鋼筋混凝土造,,181.43,3,3,4,有,無,12750000,70275,,0.0,0,,RPQOMLKLNHGGFAU88CB,以樂家園6,,110_03
吉安鄉,房地(土地+建物),花蓮縣吉安鄉仁恥段951-8地號,87.0,住,,,1100503,土地1建物1車位0,見其他登記事項,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,164.68,4,2,5,有,無,10600000,64367,,0.0,0,,RPROMLKLNHGGFAU98CB,雄鋒臻品5,,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市德安段1865地號,26.32,住,,,1100121,土地1建物1車位0,五層,5,其他,住家用,,,67.82,2,1,1,有,無,5500000,81097,,0.0,0,,RPOOMLSLOHGGFAU96CB,睿品居,,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市德安段1865地號,26.32,住,,,1100121,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.28,2,1,1,有,無,5750000,65134,,0.0,0,,RPPOMLSLOHGGFAU07CB,睿品居,,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市德安段1865地號,26.32,住,,,1100121,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.28,2,1,1,有,無,6400000,72497,,0.0,0,,RPROMLSLOHGGFAU27CB,睿品居,,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市德安段1865地號,52.64,住,,,1100205,土地2建物2車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,187.09,4,2,2,有,無,11880000,63499,,0.0,0,,RPSOMLSLOHGGFAU37CB,睿品居,,110_03
玉里鎮,房地(土地+建物),花蓮縣玉里鎮玉璞段3357-4地號,85.0,住,,,1090829,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,182.13,4,2,5,有,無,8300000,45572,,0.0,0,,RPPNMLQJPHGGFCU86CB,玉里新建案,1棟B號,110_03
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉吉興段71、72、73、77、78地號,18.19,住,,,1100507,土地5建物1車位1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.08,1,1,1,有,無,4100000,81869,一樓平面,0.0,0,,RPPNMLSJPHGGFAU86CB,吉安晴,1棟A3號,110_03
吉安鄉,房地(土地+建物),花蓮縣吉安鄉吉興段71、72、73、77、78地號,18.19,住,,,1100518,土地5建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,50.08,1,1,1,有,無,3600000,71885,,0.0,0,,RPQNMLSJPHGGFAU96CB,吉安晴,1棟A3號,110_03
吉安鄉,房地(土地+建物),花蓮縣吉安鄉福吉段1051地號,94.21,農,,,1100128,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,,165.05,4,2,5,有,無,8950000,54226,,0.0,0,,RPOOMLSJPHGGFAU86CB,吉安歸田園居,1棟B號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市碧雲段496地號,18.22,住,,,1100628,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.69,2,1,1,有,無,5800000,79791,其他,0.0,0,,RPROMLSJPHGGFAU17CB,介林二街新建案,1棟2B號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,13.87,商,,,1090709,土地1建物1車位0,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.07,2,2,2,有,無,6100000,69263,,0.0,0,,RPPNMLOKPHGGFAU56CB,晴美,B2棟5號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,13.87,商,,,1090706,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.07,2,2,2,有,無,6050000,68695,,0.0,0,,RPWNMLOKPHGGFAU27CB,晴美,B2棟4號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,13.87,商,,,1090802,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.07,2,2,2,有,無,6420000,72897,,0.0,0,,RPOOMLOKPHGGFAU56CB,晴美,B2棟7號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市建華路220巷,1161.67,農,,,1081220,土地1建物1車位0,見其他登記事項,3,其他,住家用,鋼筋混凝土造,,146.73,4,2,5,有,無,11000000,74968,,0.0,0,,RPPNMLPKPHGGFAU66CB,文華苑,A2棟A2號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,14.22,商,,,1090922,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.97,2,2,2,有,無,7100000,78048,升降機械,5.73,0,,RPVNMLPKPHGGFAU27CB,晴美,A1棟6號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,14.22,商,,,1090922,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.97,2,2,2,有,無,7000000,76948,升降機械,5.73,0,,RPSOMLPKPHGGFAU07CB,晴美,A1棟5號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,14.22,商,,,1090914,土地1建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.97,2,2,2,有,無,6850000,75300,升降機械,5.73,0,,RPTOMLPKPHGGFAU17CB,晴美,A1棟4號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,14.22,商,,,1090928,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,90.97,2,2,2,有,無,6880000,75629,升降機械,5.73,0,,RPUOMLPKPHGGFAU27CB,晴美,A1棟3號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,19.56,商,,,1091006,土地1建物1車位1,二層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.94,3,2,2,有,無,8780000,73819,升降機械,5.73,0,,RPVOMLPKPHGGFAU37CB,晴美,A2棟2號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,13.87,商,,,1090830,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.07,2,2,2,有,無,6650000,75508,升降機械,5.73,0,,RPWOMLPKPHGGFAU47CB,晴美,B2棟3號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市富裕三街,13.87,商,,,1090713,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.07,2,2,2,有,無,7000000,79482,升降機械,5.73,0,,RPXOMLPKPHGGFAU57CB,晴美,B2棟6號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,10.51,商,,,1090826,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,66.75,2,2,1,有,無,5280000,79101,,0.0,0,,RPPPMLPKPHGGFAU86CB,晴美,A1棟7號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,15.04,商,,,1090819,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.48,2,2,2,有,無,7200000,77855,,0.0,0,,RPRPMLPKPHGGFAU07CB,晴美,A2棟7號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,15.04,商,,,1090706,土地1建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.48,2,2,2,有,無,6900000,74611,,0.0,0,,RPSPMLPKPHGGFAU17CB,晴美,A2棟8號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街,10.38,商,,,1091224,土地1建物1車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,68.48,2,2,1,有,無,5000000,73014,,0.0,0,,RPUPMLPKPHGGFAU37CB,晴美,B1棟6號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市建華路220巷,1611.67,農,,,1090625,土地1建物1車位0,見其他登記事項,3,其他,住家用,鋼筋混凝土造,,149.95,4,2,5,有,無,10800000,72024,,0.0,0,,RPWPMLPKPHGGFAU57CB,文華苑,C3棟C3號,110_03
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉慈勝段449地號,26.28,住,,,1100512,土地1建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.98,2,1,1,有,無,6450000,76804,坡道平面,0.0,0,,RPOOMLQKPHGGFAU76CB,民治維新,C棟4490號,110_03
吉安鄉,房地(土地+建物)+車位,花蓮縣花蓮市慈勝段449地號,17.82,住,,,1100309,土地1建物1車位1,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,56.64,1,1,1,有,無,5150000,90925,坡道平面,0.0,0,,RPPOMLQKPHGGFAU86CB,民治維新,E棟4490號,110_03
吉安鄉,房地(土地+建物),花蓮縣吉安鄉民治路,27.79,住,,,1090813,土地1建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.89,2,2,2,有,無,5900000,66374,,0.0,0,,RPQNMLKLPHGGFAU98CB,民治維新,B棟0號,110_03
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉民治路,27.79,住,,,1090922,土地1建物1車位1,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.88,2,2,2,有,無,7100000,79883,一樓平面,0.0,1000000,,RPUNMLKLPHGGFAU76CB,民治維新,B棟17號,110_03
吉安鄉,房地(土地+建物)+車位,花蓮縣吉安鄉民治路,27.99,住,,,1090813,土地1建物1車位1,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,89.18,2,2,2,有,無,6900000,70246,一樓平面,5.19,1000000,,RPPNMLLLPHGGFAU98CB,民治維新,A棟0號,110_03
吉安鄉,房地(土地+建物),花蓮縣吉安鄉民治路,26.28,住,,,1100130,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.98,2,2,1,有,無,5750000,68469,,0.0,0,,RPRNMLLLPHGGFAU56CB,民治維新,D棟7號,110_03
花蓮市,房地(土地+建物),花蓮縣吉安鄉民治路,17.72,住,,,1091111,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),見其他登記事項,鋼骨混凝土造,,56.64,1,1,1,有,無,3760000,66384,,0.0,0,,RPPNMLMLPHGGFAU09CB,民治維新,4F棟4F號,110_03
花蓮市,房地(土地+建物),花蓮縣吉安鄉福興四街,97.0,住,,,1090905,土地1建物1車位0,全部,3,其他,住家用,鋼筋混凝土造,,173.45,3,2,4,有,無,9150000,52753,,0.0,0,,RPQNMLMLPHGGFAU56CB,無,C棟C號,110_03
花蓮市,房地(土地+建物),花蓮縣吉安鄉吉祥12街,45.77,住,,,1090808,土地1建物1車位0,四層,9,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,136.28,3,2,2,有,無,8000000,58703,,0.0,0,,RPRNMLMLPHGGFAU66CB,安居幸福,4D6棟4D6號,110_03
花蓮市,房地(土地+建物),花蓮縣吉安鄉壽昌街,21.18,住,,,1100522,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,59.49,2,1,2,有,無,4700000,79005,,0.0,0,,RPSNMLMLPHGGFAU76CB,北昌榮橋,3A6棟3A 6號,110_03
花蓮市,房地(土地+建物),花蓮縣吉安鄉南埔十二街8之1號,32.5,住,,,1100124,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.52,0,0,0,無,無,5500000,57580,,0.0,0,,RPPNMLNLPHGGFAU56CB,印象莫內,1棟0號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富二街105號,39.85,住,,,1100130,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,173.33,0,0,0,無,無,15700000,90495,其他,17.52,1600000,,RPQNMLNLPHGGFAU66CB,旭日天擎,1棟0號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市國富二街105號,36.91,住,,,1100130,土地1建物1車位1,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,161.74,0,0,0,無,無,15000000,93197,其他,17.53,1560000,,RPRNMLNLPHGGFAU76CB,旭日天擎,1棟0號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市富裕三街A棟5樓,21.81,商,,,1100401,土地1建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.67,2,2,1,有,無,7000000,74730,,0.0,0,,RPSNMLNLPHGGFAU86CB,風華居,A棟5號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街2樓B戶,19.3,住,,,1100308,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,60.24,2,2,1,有,無,4150000,68891,,0.0,0,,RPTNMLNLPHGGFAU96CB,巨鼎南京,1棟2B號,110_03
花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市德安段1865地號,25.52,住,,,1100116,土地1建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,67.82,2,2,1,有,無,5500000,81097,一樓平面,0.0,0,,RPPNMLRLPHGGFAU96CB,睿品居,1棟5B號,110_03
花蓮市,房地(土地+建物),花蓮縣花蓮市德安段1865地號,34.22,住,,,1100131,土地1建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,187.09,4,2,2,有,無,13480000,72051,,0.0,0,,RPQNMLRLPHGGFAU07CB,睿品居,1棟2A+2D號,110_03
吉安鄉,房地(土地+建物),花蓮縣吉安鄉民治路,26.28,住,,,1100707,土地1建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.98,2,2,1,有,無,5600000,66683,,0.0,0,,RPPNMLTLPHGGFAU17CB,民治維新,1棟5C號,110_03
