鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,主建物面積_main building area,附屬建物面積_auxiliary building area,陽台面積_balcony area,電梯_elevator,移轉編號_transaction number,來源資料夾_
金寧鄉,土地,寧北一劃段18-15地號,987.0,都市：其他:國家公園區-特別景觀區,,,1100601,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3454500,3500.0,,0.0,0,協議價購；,RPSNMLLJOHGGFAW56DA,0.0,0.0,0.0,無,,110_02
金城鎮,房地(土地+建物),金門城５之１１號,31.92,都市：其他:自然村專用區,,,1100601,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1040216.0,59.46,2,1,2,有,無,3490000,58705.0,,0.0,0,,RPPNMLOJOHGGFAW56DA,50.82,0.0,4.23,無,1.0,110_02
金湖鎮,土地,新市段195地號,62.33,都市：其他:綠地,,,1100607,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4974200,79804.0,,0.0,0,協議價購；,RPQNMLRJOHGGFAW96DA,0.0,0.0,0.0,無,,110_02
金寧鄉,土地,上后垵測段22地號,234.58,都市：其他:自然村專用區,,,1100503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6500000,27709.0,,0.0,0,,RPRNMLNJNHGGFAW56DA,0.0,0.0,0.0,無,2.0,110_02
金城鎮,土地,天后宮段666地號,41.34,都市：其他:道路用地,,,1100505,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3800000,91921.0,,0.0,0,,RPRNMLPJNHGGFAW76DA,0.0,0.0,0.0,無,,110_02
金湖鎮,土地,太湖劃測段750-87地號,1006.58,,,,1100511,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,1987.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKNHGGFAW98EA,0.0,0.0,0.0,無,,110_02
金湖鎮,土地,太湖劃測段750-28地號,877.26,,,,1100511,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1600000,1824.0,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLLKNHGGFAW09EA,0.0,0.0,0.0,無,,110_02
金寧鄉,房地(土地+建物),安岐４９之６號,307.3,都市：其他:自然村專用區,,,1100504,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,701001.0,268.32,8,4,5,有,無,9550000,35592.0,,0.0,0,,RPOOMLOJNHGGFAW09DA,254.2,3.58,10.54,無,,110_02
金城鎮,土地,賢厝段767地號,533.0,農,,,1100503,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,1501.0,,0.0,0,,RPSNMLNJNHGGFAW66DA,0.0,0.0,0.0,無,3.0,110_02
金城鎮,土地,珠山段101地號,894.59,農,,,1100510,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3700000,4136.0,,0.0,0,,RPWNMLKKNHGGFAW86DA,0.0,0.0,0.0,無,,110_02
金湖鎮,土地,湖前段1351-1地號,407.14,都市：其他:自然村專用區,,,1100504,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11900000,29228.0,,0.0,0,,RPPOMLLKNHGGFAW98DA,0.0,0.0,0.0,無,,110_02
