區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
東區,-6,-10,33,54,-39,23,-12,-50,-16,-3,-11,-24
西區,-67,83,36,-27,41,-83,-22,12,0,57,-24,-63
總計,-73,73,69,27,2,-60,-34,-38,-16,54,-35,-87
