區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
東區,14,-5,-42,-51,-133,-58,-29,-149,-175,-82,-28,-17
西區,8,31,6,69,-30,-57,-87,4,-18,-70,-88,-26
總計,22,26,-36,18,-163,-115,-116,-145,-193,-152,-116,-43
