區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
東區,-50,-48,-49,13,-90,-6,-73,90,-42,104,-136,-116
西區,-9,1,-67,-68,-47,-101,-211,103,231,136,-72,-71
總計,-59,-47,-116,-55,-137,-107,-284,193,189,240,-208,-187
