鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號2樓之1 A1棟2樓 A1-2戶,26.94,住,,,1060930,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.2,4,2,2,有,無,9600000,68610,坡道平面,30.04,1150000,,RPUNMLSJLHNFFDB58CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號5樓之1 A1棟5樓 A1-5戶,26.94,住,,,1060622,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,8550000,59110,坡道平面,30.04,1150000,,RPXNMLSJLHNFFDB88CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號4樓之1 A1棟4樓 A1-4戶,26.94,住,,,1060822,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,8400000,58311,坡道平面,30.04,1100000,,RPOOMLSJLHNFFDB08CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號6樓之1 A1棟6樓 A1-6戶,26.94,住,,,1060601,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,8650000,59510,坡道平面,30.04,1200000,,RPPOMLSJLHNFFDB18CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號7樓之1 A1棟7樓,26.94,住,,,1060520,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,8630000,60337,坡道平面,31.26,1150000,,RPQOMLSJLHNFFDB28CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號9樓之1 A1棟9樓,26.94,住,,,1060610,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,8850000,61507,坡道平面,30.04,1150000,,RPSOMLSJLHNFFDB48CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號10樓之1 A1棟10樓,26.94,住,,,1060612,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,8900000,62112,坡道平面,31.26,1200000,,RPTOMLSJLHNFFDB58CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號11樓之1 A1棟11樓,26.94,住,,,1060730,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,10030000,70932,坡道平面,30.04,1150000,,RPUOMLSJLHNFFDB68CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號13樓之1 A1棟13樓,26.94,住,,,1060610,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,9030000,62944,坡道平面,30.04,1150000,,RPWOMLSJLHNFFDB88CB,大心,,107_02
豐原區,房地(土地+建物)+車位,臺中市豐原區圓環西路68號14樓之1 A1棟14樓,27.21,住,,,1060909,土地1建物1車位2,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.23,4,2,2,有,無,10220000,83762,坡道平面,60.08,2250000,,RPXOMLSJLHNFFDB98CB,大心,,107_02
