區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
苗栗市,-113,-91,-107,-95,-79,-96,-29,-37,-17,-29,-66,-18
苑裡鎮,-48,-23,-98,-35,-62,-42,-45,-34,-42,-37,-72,-63
通霄鎮,-46,-37,-71,-37,-19,-39,2,-55,-33,-3,-21,-74
竹南鎮,46,-5,108,-21,12,83,36,77,35,40,51,28
頭份鎮,-26,0,-144,-10,-23,-1,7,3,34,0,30,37
後龍鎮,-18,-35,-20,-26,-75,1,-29,-48,-17,-20,-11,-26
卓蘭鎮,-43,-50,-57,-31,-14,-5,7,-36,-14,-3,-27,-37
大湖鄉,1,-13,-6,-1,-20,-22,-33,-1,-4,-16,-18,-17
公館鄉,-50,-25,-24,-27,-54,-34,-31,-48,-29,-10,-6,-31
銅鑼鄉,-12,-11,-17,-16,-3,-13,-19,-22,-18,-9,-24,-19
南庄鄉,-3,0,-7,11,8,10,23,-9,-9,11,-10,-57
頭屋鄉,7,0,1,1,-4,4,-20,-15,-42,-8,-10,-24
三義鄉,-33,-14,-33,-10,-18,-18,-7,-22,-16,-8,-19,-43
西湖鄉,-20,0,2,9,8,-4,0,-9,0,-9,-10,-16
造橋鄉,-6,14,-14,-26,-29,-14,-12,-44,-15,-8,-10,-15
三灣鄉,-13,2,-16,-10,3,5,-17,-5,-8,-4,-21,-16
獅潭鄉,1,7,-10,11,-1,-6,9,0,0,0,-6,-20
泰安鄉,10,16,49,70,37,26,27,-14,1,-2,-17,-22
總計,-366,-265,-464,-243,-333,-165,-131,-319,-194,-115,-267,-433
