區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
苗栗市,89,84,46,22,88,99,110,100,20,27,-8,76
苑裡鎮,36,16,3,40,-18,47,24,35,2,-11,23,-20
通霄鎮,0,-36,0,-12,-17,-31,15,-36,-39,8,-10,-13
竹南鎮,130,118,188,118,155,84,168,140,168,121,137,108
頭份鎮,201,110,70,81,84,131,224,214,181,-7,26,72
後龍鎮,39,-17,-18,-12,9,6,23,29,-24,27,37,-16
卓蘭鎮,0,-39,-14,-5,-11,-7,-10,-20,-15,-12,-25,-6
大湖鄉,1,-13,10,-1,-18,-16,3,-5,-21,-5,-17,-11
公館鄉,24,14,5,-13,24,-5,36,2,6,-37,-11,-10
銅鑼鄉,10,0,3,-1,-3,-19,-14,-15,21,-6,-20,1
南庄鄉,1,-1,0,-6,-3,-14,-6,-4,-1,4,-12,-11
頭屋鄉,2,-13,-16,9,1,-26,37,-12,-26,-3,-10,-16
三義鄉,-12,6,-3,-1,-11,-23,3,-14,-3,-17,-2,-1
西湖鄉,-20,-7,-14,2,-13,-4,-10,-13,-9,-3,-3,-7
造橋鄉,17,-4,4,20,5,8,-4,-9,-17,6,-10,-7
三灣鄉,-18,-10,-4,-5,-16,6,-15,-15,-20,-7,-5,13
獅潭鄉,1,-1,-4,7,0,10,4,-2,1,-2,-2,0
泰安鄉,-2,-14,-19,-16,5,10,18,-5,-9,-13,-1,-12
總計,499,193,237,227,261,256,606,370,215,70,87,140
