區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
苗栗市,-28,3,-26,16,-6,3,52,22,40,-41,-19,-5
苑裡鎮,-41,-21,-45,16,-47,1,40,22,-24,-5,-18,-2
通霄鎮,-34,-36,-44,-6,-31,-28,-15,-7,-21,0,-7,-23
竹南鎮,59,59,14,18,26,11,63,50,29,47,27,55
頭份鎮,-4,18,23,65,133,8,59,189,51,75,40,58
後龍鎮,-35,-28,-12,-60,-64,-38,-20,-25,-33,-28,-25,-19
卓蘭鎮,-33,-15,-26,-27,-18,-17,-5,-14,-7,1,-10,2
大湖鄉,-24,-28,-22,-3,-11,0,-27,-31,-25,-20,-5,-15
公館鄉,-15,-13,-26,-53,-49,-68,-50,12,-72,-16,-18,11
銅鑼鄉,-21,-5,-19,-25,-11,10,-23,-36,-31,-17,-16,-1
南庄鄉,-26,-7,-29,-5,-15,-6,-1,3,-14,-4,-11,-5
頭屋鄉,-14,-22,-11,8,-7,-14,-13,-18,-27,0,-17,-13
三義鄉,-29,-16,-18,1,-17,-11,-13,-23,-24,16,-16,-19
西湖鄉,-4,-11,-3,-28,-4,-2,-7,-18,-7,-8,-1,1
造橋鄉,-12,-2,-13,-25,-39,-11,-13,-2,-4,-11,4,-27
三灣鄉,-10,-7,2,-8,7,0,-30,2,-1,-12,8,-1
獅潭鄉,-9,-3,-9,-22,7,-6,-8,4,4,0,-4,-5
泰安鄉,-10,-12,-21,-18,-16,-15,-7,-9,-16,-1,2,3
總計,-290,-146,-285,-156,-162,-183,-18,121,-182,-24,-86,-5
