區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
苗栗市,-2,2,-27,4,15,-30,-5,2,3,-1,-13,-56
苑裡鎮,38,1,18,8,16,-16,44,-4,18,-25,-26,-76
通霄鎮,-20,-4,12,-20,-6,-11,-15,-23,5,-6,-18,-23
竹南鎮,63,101,17,74,55,64,35,95,81,54,48,44
頭份鎮,110,60,-3,103,40,44,21,90,138,55,75,92
後龍鎮,4,-46,-5,-7,-34,-12,-31,-7,-55,-30,-31,-4
卓蘭鎮,-2,-10,-16,-32,-7,-5,-1,-2,-34,-7,-15,-22
大湖鄉,-16,-8,-21,-23,-13,-6,-17,-1,-22,-18,-16,-15
公館鄉,11,-17,-32,-18,-8,-5,-51,-34,-22,-9,-5,-13
銅鑼鄉,-1,-18,1,2,-26,-15,-16,-14,-44,-24,-21,-18
南庄鄉,-12,-8,1,-21,-17,-11,-20,-4,-17,-12,-17,-30
頭屋鄉,-1,0,-2,-13,-11,-4,-3,-33,-36,-16,-9,-19
三義鄉,-14,-32,-7,-11,-19,-33,-33,0,-18,-34,-23,-19
西湖鄉,-13,2,6,-8,-4,-6,-9,-13,-11,-2,-13,0
造橋鄉,-11,-3,-31,-23,-19,-18,8,-1,-27,-20,-14,-19
三灣鄉,-1,8,-11,-16,-11,1,-13,-14,-17,-3,-9,-10
獅潭鄉,1,-17,2,0,-10,-2,9,-3,1,11,-2,-1
泰安鄉,3,-12,-26,-10,-7,-3,-7,4,8,-4,-4,-13
總計,137,-1,-124,-11,-66,-68,-104,38,-49,-91,-113,-202
