區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
苗栗市,-36,-50,-143,-246,-159,2,-2,32,35,42,94,89
苑裡鎮,-15,-17,-88,-36,-18,39,46,-6,19,25,19,-9
通霄鎮,-39,-19,-28,-40,-16,14,-18,-24,-26,7,-15,-38
竹南鎮,14,10,29,18,16,119,160,199,259,171,125,199
頭份鎮,43,13,-49,-41,54,62,10,164,43,45,106,152
後龍鎮,5,9,-59,-51,9,20,43,40,5,-6,5,-10
卓蘭鎮,-22,-31,-34,-22,-15,-7,-9,-16,-6,-15,-12,6
大湖鄉,-20,-27,-21,-28,-11,-10,8,0,-7,-2,-12,-13
公館鄉,4,-16,-51,-80,9,-23,34,26,-36,-13,11,-20
銅鑼鄉,-4,16,-63,-5,-11,-1,-3,3,14,8,-14,8
南庄鄉,-13,-15,-19,-26,-21,-1,11,-24,-21,-5,14,-14
頭屋鄉,-16,-7,-16,6,102,6,-5,-6,-17,-5,0,-2
三義鄉,-25,0,-18,-16,2,8,-26,-15,-6,-9,-3,-1
西湖鄉,-12,4,-3,18,9,9,3,-9,-3,-4,1,-11
造橋鄉,-10,-24,-41,-20,-15,-2,6,-10,-17,1,1,1
三灣鄉,7,2,24,9,7,7,11,-10,-6,3,-14,-31
獅潭鄉,6,17,10,18,18,5,14,8,5,3,3,-4
泰安鄉,9,0,29,10,9,12,38,6,-3,-2,-12,-5
總計,-124,-135,-541,-532,-31,259,321,358,232,244,297,297
