區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
臺東市,-16,-56,-35,18,-22,-19,4,-97,-110,-80,-34,-83
成功鎮,11,4,-31,-3,-5,-6,1,1,8,-6,-12,-10
關山鎮,-14,0,-19,1,-7,-5,-4,-1,-19,4,-7,5
卑南鄉,6,20,2,-31,-23,4,22,-5,6,-5,-13,-7
大武鄉,-14,-5,-7,-8,2,-4,-9,-7,-1,13,-5,-9
太麻里鄉,-8,9,-19,-10,-6,-12,-4,33,15,3,-25,11
東河鄉,0,-4,-9,-4,8,-3,-8,12,-2,3,6,-4
長濱鄉,-9,7,0,-12,-12,-3,-10,10,-10,-2,13,-1
鹿野鄉,-4,-1,-14,-3,1,-10,-16,10,-3,-4,7,-1
池上鄉,4,0,-7,2,5,-9,-22,9,-19,-6,-7,6
綠島鄉,3,15,16,25,-1,-12,5,-2,1,20,15,0
延平鄉,2,11,-3,-1,11,1,7,-2,0,3,4,6
海端鄉,1,1,16,-2,3,1,-4,-9,19,0,1,7
達仁鄉,4,-7,2,-20,-2,-2,-10,-11,-11,1,8,11
金峰鄉,-3,-6,-9,-5,-5,-6,12,3,-13,-6,-2,6
蘭嶼鄉,-6,-11,-18,-9,2,-7,-2,4,17,4,3,2
總計,-43,-23,-135,-62,-51,-92,-38,-52,-122,-58,-48,-61
