區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
臺東市,15,14,10,-11,14,-39,-32,-77,-59,-2,-7,-45
成功鎮,8,-15,-3,-11,1,-2,11,-28,-5,-17,-12,7
關山鎮,-3,-3,16,-11,2,-11,0,14,-4,-12,-2,4
卑南鄉,9,17,3,-17,18,5,18,18,-6,10,3,-25
大武鄉,-13,-27,-18,-13,-7,-14,-15,19,-6,1,-4,4
太麻里鄉,-11,-10,-41,-11,-7,14,-6,9,-15,2,-7,15
東河鄉,-11,7,-15,-33,-3,6,1,1,-30,9,3,4
長濱鄉,-6,9,-12,-15,-7,-18,0,13,-8,0,-2,2
鹿野鄉,11,-6,-12,-4,-8,17,2,16,-4,2,-15,-3
池上鄉,-9,0,-11,-9,-5,-11,-1,0,-6,5,10,-13
綠島鄉,-6,9,9,23,24,12,10,25,19,12,13,28
延平鄉,-1,3,4,-7,14,-4,2,16,6,4,15,-10
海端鄉,-2,8,-2,-13,-15,11,-9,-8,-7,2,-13,3
達仁鄉,7,3,-13,12,-1,18,-5,3,6,-15,-5,2
金峰鄉,4,2,10,8,2,-5,3,-5,4,0,8,2
蘭嶼鄉,4,-19,-11,-15,2,-11,20,-1,-7,11,0,2
總計,-4,-8,-86,-127,24,-32,-1,15,-122,12,-15,-23
