區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
臺東市,-40,-23,24,20,-37,-17,-34,-45,19,12,-14,16
成功鎮,-6,-28,-1,-20,-13,-2,-2,-20,-28,15,7,3
關山鎮,-8,3,12,-12,4,-18,-14,-1,-15,-2,-7,-14
卑南鄉,-1,-1,-1,8,17,10,-10,-1,-35,-15,-23,-30
大武鄉,-19,-28,-15,-7,-3,-3,3,-1,-4,10,-10,-12
太麻里鄉,13,2,-15,8,-10,-17,7,4,-8,2,7,8
東河鄉,-7,6,-10,8,-12,0,-11,3,-7,-2,-5,-11
長濱鄉,-4,8,-3,-2,12,7,-1,-3,-14,2,-4,-9
鹿野鄉,-1,-16,-9,-17,-5,0,4,8,-15,-9,-8,-8
池上鄉,0,10,-10,-10,-16,-3,-2,-2,-14,13,-4,-16
綠島鄉,-2,-11,-6,1,5,3,1,15,-9,-6,-18,4
延平鄉,4,0,-13,-3,6,-8,0,13,1,-1,10,3
海端鄉,-4,-13,-5,-1,-3,-3,6,-3,10,6,-3,1
達仁鄉,4,3,6,-5,-7,5,-4,-8,-7,-4,1,14
金峰鄉,-10,-1,3,3,-3,1,-1,-13,0,6,1,-2
蘭嶼鄉,8,4,3,-2,-8,1,2,13,19,9,31,28
總計,-73,-85,-40,-31,-73,-44,-56,-41,-107,36,-39,-25
