區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
臺東市,4,21,38,-47,5,-4,-10,-32,-47,-23,-8,-28
成功鎮,-24,-4,15,-19,-26,-1,14,-1,-11,-12,-11,-9
關山鎮,-11,2,3,21,-18,6,-13,-19,-17,2,-14,-9
卑南鄉,-28,15,22,3,-17,2,2,8,11,10,-8,3
大武鄉,-20,-1,-17,-14,1,-13,-11,9,6,20,15,-6
太麻里鄉,-15,-23,21,7,-8,-9,18,26,2,-1,-26,11
東河鄉,-10,-6,9,4,4,-15,11,-4,-15,-8,-9,-5
長濱鄉,-5,-10,-14,-9,-24,8,4,-15,7,-3,-3,-2
鹿野鄉,-3,-8,-24,-6,21,2,9,5,-4,-5,4,-3
池上鄉,0,14,-13,-2,-3,-3,-10,-11,-3,-4,3,-7
綠島鄉,-13,-7,-5,-7,-9,-5,-2,0,-4,-10,-10,-3
延平鄉,-10,-5,-11,-8,-5,-3,-2,1,-2,5,-8,3
海端鄉,-3,-6,-10,-16,-5,-11,-5,15,4,-6,4,-3
達仁鄉,3,2,-7,-1,-6,-7,-8,0,6,-8,-12,-12
金峰鄉,-4,-1,-1,5,2,-6,8,-4,10,5,6,1
蘭嶼鄉,-5,-3,-9,-2,-4,10,7,33,-1,-5,-2,2
總計,-144,-20,-3,-91,-92,-49,12,11,-58,-43,-79,-67
