區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
臺東市,-23,23,-18,11,-76,85,12,25,-4,-45,-27,-13
成功鎮,-30,-8,-22,-7,-24,-19,3,-9,-9,-19,-7,-33
關山鎮,-18,-14,-6,-16,-10,0,-14,-32,-2,-6,-6,-12
卑南鄉,-15,5,-13,-30,26,-41,27,16,-34,-11,-14,22
大武鄉,-27,-14,-41,6,-21,-27,-29,-12,-20,-7,-12,-11
太麻里鄉,-13,-25,7,-27,8,-1,-7,1,-11,-14,12,-4
東河鄉,-14,-7,-14,-20,10,-18,-14,23,-6,1,0,-7
長濱鄉,-17,3,-9,-17,-22,14,-14,-4,-6,-5,5,-12
鹿野鄉,-6,10,-12,-4,3,4,-11,-4,12,-5,2,-12
池上鄉,2,-10,0,-8,-13,-13,-16,16,10,-5,7,-9
綠島鄉,4,11,3,-8,-8,-5,-4,-2,-3,-6,-8,-15
延平鄉,-2,1,-18,8,-12,-15,10,-8,4,-7,-2,-2
海端鄉,-8,-21,-2,-1,-4,-11,1,-11,-1,-7,9,-4
達仁鄉,-13,-9,-14,-11,-14,-12,-16,-13,5,-5,-5,4
金峰鄉,-4,-3,-8,-19,-1,-1,-14,-5,5,-10,-11,-4
蘭嶼鄉,1,1,-11,10,-4,19,8,22,9,11,-2,-11
總計,-183,-57,-178,-133,-162,-41,-78,3,-51,-140,-59,-123
