區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
臺東市,-74,25,-37,-19,0,-6,-26,26,-67,24,18,4
成功鎮,-13,-23,-8,-24,-10,-16,-26,-18,-20,0,-6,-25
關山鎮,-12,3,1,5,-3,-16,-3,-10,-21,-16,-7,-11
卑南鄉,21,0,-24,-6,20,-17,33,9,-41,-21,7,-15
大武鄉,-20,-32,-15,-11,-16,-17,-15,-8,-7,3,-4,-19
太麻里鄉,1,1,-9,-11,-2,-11,-9,-7,-6,-11,1,-16
東河鄉,-20,-10,-10,22,9,-7,-8,-8,11,-13,15,-15
長濱鄉,-6,-6,-3,-6,3,-5,4,-20,4,-16,-6,-7
鹿野鄉,-14,-2,-6,-23,-22,-9,-11,-10,-2,14,-5,3
池上鄉,13,3,-6,16,-7,-8,5,-10,-12,1,11,-2
綠島鄉,-13,-15,3,12,-16,7,10,-8,-5,-2,-28,-8
延平鄉,-10,-15,-19,5,-3,-16,-9,6,-9,9,-7,-4
海端鄉,10,0,-10,-10,-17,-6,-19,-4,5,-5,1,-4
達仁鄉,-13,-4,5,0,-6,-12,0,-13,-10,-1,-11,1
金峰鄉,-13,-10,1,3,-1,-3,-9,-4,-7,9,-6,-7
蘭嶼鄉,1,7,8,27,-18,-12,-13,-10,-8,-3,-19,0
總計,-162,-78,-129,-20,-89,-154,-96,-89,-195,-28,-46,-125
