區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
宜蘭市,23,20,-9,-18,29,-11,-8,-103,-34,-106,-30,-47
羅東鎮,1,28,9,-37,-28,-138,-118,-102,-125,-15,-34,-50
蘇澳鎮,-25,-19,-3,-46,-7,-27,-19,-45,-64,-37,-52,-39
頭城鎮,0,-24,-2,-22,0,-18,-32,-42,-37,3,-4,-37
礁溪鄉,-4,-39,-41,29,-3,-8,-25,15,-4,4,-22,-3
壯圍鄉,-1,21,45,20,5,25,5,-10,13,1,1,5
員山鄉,-4,5,-28,24,17,9,15,-47,-22,31,-6,-40
冬山鄉,13,-12,-47,45,-3,-3,65,57,-17,-55,-31,27
五結鄉,19,2,-35,-7,10,45,16,66,72,18,4,34
三星鄉,26,-10,5,18,28,27,12,18,9,0,28,11
大同鄉,-13,-18,-5,-2,-4,-5,20,3,3,-19,2,-5
南澳鄉,-2,-3,6,-22,14,5,-10,-17,24,29,16,-10
總計,33,-49,-105,-18,58,-99,-79,-207,-182,-146,-128,-154
