區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
宜蘭市,9,14,-35,31,-32,6,-56,-41,-16,-22,-26,-64
羅東鎮,47,31,-42,52,36,1,-50,11,-58,4,-32,-13
蘇澳鎮,-13,5,-53,-13,-24,15,10,-4,-48,8,-19,-30
頭城鎮,-14,-6,-10,-2,17,12,-14,22,-29,-17,-27,-36
礁溪鄉,-21,-13,6,25,9,-7,9,69,9,0,-16,12
壯圍鄉,-5,-7,23,30,29,-3,10,13,7,-16,-7,-21
員山鄉,-10,20,-26,2,22,-1,38,9,21,9,22,57
冬山鄉,-33,-17,24,-118,-9,-4,-10,-42,-1,-6,25,-7
五結鄉,31,34,12,28,44,-15,31,-10,36,-28,7,18
三星鄉,11,-1,6,19,-18,28,2,5,10,-21,30,17
大同鄉,-3,2,-14,-4,-16,1,8,4,-1,0,-2,-1
南澳鄉,-10,-19,-10,-9,-49,-30,-7,2,-3,-7,-1,-9
總計,-11,43,-119,41,9,3,-29,38,-73,-96,-46,-77
