區域別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
宜蘭市,-7,49,20,-36,44,-34,9,11,-39,-3,-20,23
羅東鎮,-33,9,0,26,10,-15,-86,-29,-71,-71,-70,116
蘇澳鎮,-7,-17,-34,-33,-44,-32,-40,-36,-27,-27,8,-55
頭城鎮,10,-16,-11,-18,-10,-11,-15,-41,-27,-21,-31,-28
礁溪鄉,-19,-33,-11,-7,8,32,-29,-1,17,11,0,-28
壯圍鄉,2,-3,9,-3,22,18,5,-9,18,8,3,17
員山鄉,6,-8,-32,57,43,24,41,51,2,-8,3,6
冬山鄉,-3,40,-3,12,-17,42,45,-30,44,-20,13,-64
五結鄉,4,32,-9,4,49,21,9,-2,-6,12,-6,21
三星鄉,-23,14,27,1,33,-11,9,67,29,22,15,-13
大同鄉,1,6,-9,-6,-26,-3,10,4,8,-7,0,11
南澳鄉,-14,-24,-11,-24,-13,-3,6,16,5,18,9,-16
總計,-83,49,-64,-27,99,28,-36,1,-47,-86,-76,-10
